dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT bodies EN,dita_body:f7d13685ac73b7a0ffaf,body_en_cluster_00068,yes,32,conbody,dita_conbody,en/KA-05056_EN/ka-05056_whats_new.dita,What's new,concept,en,126,29f01e6dc19b4a5e1166928f83dec781133d30ff,"On May 21, 2022, the department implemented system functionalities to pay the first additional portion of the CPP enhancement. Clients who will begin receiving a CPP benefit in June 2022 or later will be paid the first additional portion of their benefit as part of their regular monthly amount. Clients in receipt of a CPP benefit with a start date between January 2019 (effective date of CPP enhancement) and May 2022 (implementation of system functionalities), and enhanced contributions, will require that their account be re-adjudicated. The re-adjudication process is scheduled to begin in June 2022, and will calculate and pay the first additional portion of all benefits and release any retroactive amount to the client. For more information CPP Enhancement and Triennial Review Reforms (Implementation Bulletin)"
KMT bodies EN,dita_body:70112f99cbfee5023416,body_en_cluster_00270,yes,7,conbody,dita_conbody,en/KA-05058_EN/ka-05058_additional_information.dita,Additional Information,concept,en,123,566f369bcd9ba25526df44d73d921546799418f5,"CPP Legislation—Canada Pension Plan (R.S.C., 1985, c. C-8) Payment of the first Additional Portion of the CPP Enhancement System Updates for the Death Benefit and Survivor’s Pension Triennial Review Reforms 19-IB-004 – November 2019 System Updates for CPP Enhancement and Triennial Review (PDF, 445.88 KB) 19-IB-004 – November 2019 System Updates for CPP Enhancement and Triennial Review SDB 836—Implementation of the 2016-2018 CPP Triennial Review Reforms (PDF, 183 KB) SDB 836—Implementation of the 2016-2018 CPP Triennial Review Reforms CPP Triennial Reforms: Questions and Answers SDB 795—Enhancement to the Canada Pension Plan (PDF, 270 KB) SDB 795—Enhancement to the Canada Pension Plan Canada Pension Plan (CPP) Enhancement—Questions & Answers for Service Canada Staff (PDF, 314 KB) Canada Pension Plan (CPP) Enhancement—Questions & Answers for Service Canada Staff"
KMT bodies EN,dita_body:741f183e581fded420ed,body_en_cluster_00146,yes,25,conbody,dita_conbody,en/KA-05058_EN/ka-05058_call_centre_and_in-person_centre.dita,Call centre and in-person centre,concept,en,67,00ea0718599cae8de21a39c797d065971242bbc7,"Client enquiries The Department is expecting client enquiries resulting from the implementation of the CPP enhancement legislative changes. Communication products have been developed and published to help inform front-line staff and clients services and clients about the changes. In order to communicate consistently with our clients, the CPP Specialized Call Centre has updated the Common Reference Tool , and in-person staff are to consult Common Reference Tool IMPACT"
KMT bodies EN,dita_body:8e50c7790d2d835c5e1b,body_en_cluster_00032,yes,260,conbody,dita_conbody,en/KA-05058_EN/ka-05058_enquiries.dita,Enquiries,concept,en,22,70104de949cbcf8df8279af6387f44311b837a62,"If additional guidance is required, send an enquiry via the Business Expertise Request Tool by following normal channels. Business Expertise Request Tool"
KMT bodies EN,dita_body:edd6bc60fba87210b2c4,body_en_cluster_00068,yes,32,conbody,dita_conbody,en/KA-05058_EN/ka-05058_introduction.dita,Introduction,concept,en,140,36a84e04951a112595a6299f5f4161b39b77b10c,"The CPP enhancement legislative changes are being phased-in over seven years (from 2019 to 2025), starting in January 2019. The enhancement components are not a separate benefit, but rather a top-up to the base CPP. The enhancement increases the CPP retirement (RTR) pension, post-retirement benefit (PRB), disability benefit and survivor’s (SVR) pension. Eligibility for CPP benefits is not affected. On May 21, 2022, updates were made to ITRDS and CPMS in order to process and pay the first additional component of CPP benefits. As part of the same system release, the Department has also introduced new system functionality to pay the $2,500 flat-rate Death (DTH) benefit and adjudicate an SVR pension for an applicant under the age of 45 (2016-2018 CPP Triennial Review). These legislative changes have required manual intervention and workarounds since they were implemented in January 2019."
KMT bodies EN,dita_body:91a3a0cc593320d83b2d,,no,,conbody,dita_conbody,en/KA-05058_EN/ka-05058_notice.dita,Notice,concept,en,10,7b72c8f40e00bb9c8676ce3c2cafe3120270ff4e,"Effective Date: May 24, 2022 Amended Date: July 27, 2022"
KMT bodies EN,dita_body:7d9de226fb72d884f637,,no,,conbody,dita_conbody,en/KA-05058_EN/ka-05058_post-launch_updates.dita,Post-Launch Updates,concept,en,250,8e6c4d00ff167d723401aee80a75949fe24d9a11,"Processing a Death benefit application after May 20, 2022 Normally, when a Date of Death (DOD) is entered into ITRDS, all benefits are re-adjudicated. Processing a death benefit does not re-adjudicate the benefits. As a transitional measure, when processing a death benefit application, where the date of death is prior to May 20, 2022, all benefits on the account should be manually re-adjudicated before processing the death benefit application . This ensures any first additional earnings are considered and all monetary impacts addressed. Re-adjudication/rate change letters The list of letters updated as part of the May 2022 system release can be found in the announcement Payment of the First Additional Portion of the CPP Enhancement The automated letter for rate change (ISP1017), as well as the manual letters for entitlement change (ISS0278, ISS0285, ISS0296, ISS0297, and ISS0292) and manual award letters (ISS0006 and ISS0012) have not changed . The first additional payment will be seamless to the clients and clients will only see the total monthly benefit amount. As the client does not see the breakdown of the base and first additional components, there was no requirement to update these letters to include CPP enhancement information. The only time the client is provided with a breakdown of base versus enhanced components is: When UPEs are provided (i.e. Statement of Contributions (ISP2017/ISP2005) and a Notice of Canada Pension Plan Credit Split Approval (ISP1900C) letter); or When an explanation of how a benefit is calculated is provided (i.e. explanation letters)."
KMT bodies EN,dita_body:18a23ee962030b05efe9,body_en_cluster_00257,yes,3,refbody,dita_refbody,en/KA-05058_EN/ka-05058_reference.dita,Reference,reference,en,5,64a3e18f2b12c78a114c2b482c0edd7dd6d63d23,There is no reference material.
KMT bodies EN,dita_body:9b8a9d37162a4de6a217,,no,,conbody,dita_conbody,en/KA-05058_EN/ka-05058_system_defects.dita,System Defects,concept,en,65,90bc23a51b47ce4968a46bc9e5139e999435b529,"Existing System Bugs Long-standing ITRDS bugs have been fixed as part of the May 21, 2022, system release. The workarounds related to these bugs are no longer required. See the list of bugs in CI Corner New System Bugs List of new system bugs can be found in CI Corner . Please follow the existing reporting process when encountering any of the listed bugs. CI Corner"
KMT bodies EN,dita_body:40484f67c6659d94d3b3,,no,,conbody,dita_conbody,en/KA-05058_EN/ka-05058_system_operation.dita,System operation,concept,en,1089,6bc62dbad68dbaa3bf18f39709e3a1454a389dba,"ITRDS ITRDS screen changes have been implemented. Benefits screen The Benefits screen displays the base CPP and first additional components separately. Figure 1. Benefits The Benefits screen shows the total monthly CPP benefit amount and breaks it down into the Base and First Additional components. The Benefits screen shows the total monthly CPP benefit amount and breaks it down into the Base and First Additional components. UPE Details screen The UPE Details screen displays the same information on salaried earnings, self-employed earnings and refunds of contributions as before release. However, the contributions and UPE information for the base and first additional plans are displayed side-by-side. Figure 2. UPE Details The UPE Details screen shows the Unadjusted Pensionable Earnings for the Base and First Additional components. The UPE Details screen shows the Unadjusted Pensionable Earnings for the Base and First Additional components. The Adjudication Details screen The Adjudication Details screen now includes the calculation results for first additional component in the same format. Data associated to the first additional component has the prefix 1st e.g. 1st UPE . FAMPE refers to the First additional Average Monthly Pensionable Earnings (AMPE) calculated for the first additional component. Note that if the account is considered dual, the QPP portions of the benefit may also have a first additional component. The following is an example of RTR pension calculation: Figure 3. Adjudication Details screen The Adjudication Details screen shows a separate calculation for the First Additional RTR-FBC. The Adjudication Details screen shows a separate calculation for the First Additional RTR-FBC. Figure 4. Base Calculation Details The Base Calculation Details are also available. The Base Calculation Details are also available. Figure 5. First Additional Total Adjusted Pensionable Earnings An adjustment factor is applied to the First Additional Total Pensionable Earnings to obtain the First Additional Average Monthly Pensionable earnings. An adjustment factor is applied to the First Additional Total Pensionable Earnings to obtain the First Additional Average Monthly Pensionable earnings. Figure 6. Benefit Calculation(s) The Total RTR-FBC is used to calculate the monthly entitlement. The Total RTR-FBC is used to calculate the monthly entitlement. Sample of a DUAL Account Calculation Figure 7. Dual Retirement Calculation Agreement Base For dual accounts, the Base and First Additional components are apportioned between CPP and QPP. For dual accounts, the Base and First Additional components are apportioned between CPP and QPP. Other screens that have been modified: Adjudication Details for Disability Adjudication Details for Post-Retirement Benefit Adjudication Details for Retirement Benefit Adjudication Details for Survivor Black’s Formula Combined Disability and Survivor Combined Retirement and Survivor over 65 Combined Retirement and Survivor under 65 Pension Index Ratio Calculation Benefits History Screens Simulated Benefits Screens Adjudication Details for Pension Sharing Contributor 1 Adjudication Details for Pension Sharing Contributor 2 Benefits for Pension Sharing Contributor 1 Benefits for Pension Sharing Contributor 2 Dual Pension Sharing Simulation Session for Retirement Simulation Session for Survivor Simulation Session for Disability Simulation Session for Post-Retirement Benefit Add Earnings Contributions Divided Unadjusted Pensionable Earnings Earnings details PEP Block Selected Earnings Details Simulated Earnings Simulated Details Simulated Earnings for Retirement CPMS CPMS screens have been adjusted to reflect the changes in legislation. When opening the Account Overview screen, the amount of the first additional component will be displayed in the Benefit Type field. The 1st RTR1 has a value of $3.41 which is the first additional component of the RTR pension benefit. Figure 8. Account Overview The CPMS Account Overview screen shows the total CPP benefit amount and breaks it down into the Base and First Additional components. The CPMS Account Overview screen shows the total CPP benefit amount and breaks it down into the Base and First Additional components. Figure 9. Payables, Receivables and Withholds The CPMS Account Overview screen will also list Base and First Additional Payables and Receivables separately. The CPMS Account Overview screen will also list Base and First Additional Payables and Receivables separately. Updated Re-adjudication of accounts Clients in receipt of a CPP benefit with a start date between January 2019 and May 2022 (implementation of system functionalities), and enhanced contributions, will require that their account be re-adjudicated to calculate the first additional component of all benefits and release any retroactive amount to the client. The existing Record of Earnings (ROE) re-adjudication process , with the exception of the following key differences, will be followed: Record of Earnings (ROE) re-adjudication process Re-adjudication will begin in June 2022, instead of the Fall 2022. Accounts with enhanced contributions will be re-adjudicated. Any other outstanding trigger on the account will also be addressed. Underpayment letters will only be sent for amounts of $300.00 or more. The PRB is not included in the regular ROE Re-adjudication process, but accounts in pay for a PRB will be automatically re-adjudicated as part of this process. However, manual letters must be sent (with exceptions – see outlined below). Existing PRB procedures must be followed and the Credit and Debit Reports will continue to be used to identify accounts requiring letters. The following system-generated message will appear in ITRDS Notes: Outstanding base and CPPe first additional earnings applied to the PRB. See CPMS for details. Refer to KMT5058. Client accounts will be impacted as indicated below: CPP and QPP Apportioning of Dual Refund The CPP and QPP apportioning method for a dual refund of contributions for a dual year contributions has been modified in ITRDS. The apportioning method based on the CPP ratio of the CPP contributions on the total CPP and QPP contributions has been replaced by a CPP and QPP apportioning based on a ratio of CPP and QPP salary earnings similar to Canada Revenue Agency calculations. The CPP calculation guide has been amended to include the manual calculation in section 4.1.2. The new method applies for all dual years starting in 2012 with a dual refund. The CPP and QPP apportioning occurs before the split of the CPP and QPP net contributions amounts for the base and first additional plans. CPP Calculation Module The CPP Calculation Module (CPPCM) is an excel calculation tool used to assist in the manual calculation of CPP benefits. Work continues to update this tool to accommodate the first additional component of CPP benefits. Until CPPCM is updated to accommodate first additional component calculation needs, accounts requiring the use of CPPCM (e.g. International Agreement, Program Exception Process, Dual Accounts) will continue to be paid the base CPP benefit amount only. Once the tool is updated, a scan will be conducted to identify accounts with enhanced contributions that would require a re-adjudication."
KMT bodies EN,dita_body:5cfb01b8e68ee797c2e2,body_en_cluster_00068,yes,32,conbody,dita_conbody,en/KA-05058_EN/ka-05058_whats_new.dita,What's new,concept,en,271,674775b60c5874648abcd0bbe0dd7f9cd3136a1c,"ITRDS now calculates and CPMS pays the first additional component for the CPP benefits and provisions, as well as a full rate DTH benefit and a full SVR pension to eligible beneficiaries under the age of 45 in accordance with the Triennial Review legislative changes. The original calculation of a benefit is now referred to as the base CPP component. The first additional component is calculated separately and added to the base resulting in an overall increase in payment. Because the enhanced component is considered a top-up to the base CPP, the base CPP and CPP enhancement components work together seamlessly. The client will receive one total amount. The first additional does not affect the eligibility requirements for benefits. Clients must be entitled and eligible to the base CPP benefit and have made enhanced contributions to be eligible for a first additional component of that benefit: ITRDS and CPMS will display the breakdown of the base CPP and first additional components on various screens. The navigation of screens has not changed. All systematic benefit adjudications and re-adjudications performed in ITRDS after May 21, 2022 will incorporate the first additional component. The re-adjudication of existing accounts with CPP benefits and enhanced contributions will begin in June 2022. When processing a SVR pension for a client under the age of 45, ITRDS will now calculate the full rate under 65, making existing workaround obsolete. ITRDS will adjudicate the DTH benefit with the flat rate of $2,500 for eligible contributors with a date of death after December 31, 2018. Applications are no longer required to be sent to the CPP Death Triennial team."
KMT bodies EN,dita_body:b69cd212633334167953,body_en_cluster_00849,yes,2,conbody,dita_conbody,en/KA-05059_EN/ka-05059_collection_of_penalties.dita,Collection of penalties,concept,en,210,bc6f4ed70ccd689153ebdd509feef872cc97b125,"Enter the following: For OAS This request is to establish the penalty-related OAS overpayments below in the Public Sector Collections and Disbursements (PSCD) system, as this client no longer receives benefits. Enter the following information for each penalty-related (July 2011 and after) overpayment: the current dollar amount of the penalty-related overpayment; the Public Sector Collections and Disbursements System Contract Object Type Codes of the overpayment; the appropriate CPP Fund Centres. ""Fund Centre: (insert Fund Centre)"". the appropriate Office of Control (OCON). Refer to Office of Control Numbers, Region Codes and Processing Centres . ""OCON: (insert OCON)"". Office of Control Numbers, Region Codes and Processing Centres For International Operations (IO) ""This request is to establish the penalty-related IO CPP overpayments below in PSCD, as this client no longer receives benefits""; or ""This request is to establish the penalty-related IO OAS overpayments below in PSCD, as this client no longer receives benefits"". Enter the following information for each penalty-related (July 2011 and after) overpayment: the current dollar amount of the penalty-related overpayment; the Public Sector Collections and Disbursements System Contract Object Type Codes of the overpayment; the appropriate CPP Fund Centres ""Fund Centre: (insert Fund Centre)""; the appropriate OCON. Refer to Office of Control Numbers, Region Codes and Processing Centres. ""OCON: (insert OCON)""."
KMT bodies EN,dita_body:a02f62e608765414f4e7,,no,,taskbody,dita_taskbody,en/KA-05059_EN/ka-05059_completing_the_national_accounting_oper_bef83510.dita,Completing the National Accounting Operations - Establishment Request—Accounts Receivable form (Work Tool),task,en,15,8d869349cc1ea81f16cfcfd3b7556802d3f7a558,Click Attach File icon to attach any applicable documentation. Complete the following fields: Click Save .
KMT bodies EN,dita_body:98b1e955b1a6d79e3c80,body_en_cluster_00849,yes,2,conbody,dita_conbody,en/KA-05059_EN/ka-05059_establishing_a_penalty_and_linking_the__de63d8f9.dita,Establishing a penalty and linking the related overpayment in Public Sector Collections and Disbursements system,concept,en,316,cdd156aed0ce50e3ad49d28ad930675641ba11f4,"Enter the following: For a CPP penalty ""Receiving benefit: Yes"" when the account is active ; or ""Receiving benefit: No"" when the account is inactive . ""CPP - Penalty (COT: PEN2)"". ""Monetary code: 0199"". the appropriate CPP Fund Centres (Work Tool) . ""Fund Centre: (insert Fund Centre)"". CPP Fund Centres (Work Tool) the appropriate Office of Control (OCON). Refer to Office of Control Numbers, Region Codes and Processing Centres . ""OCON: (insert OCON)"". Office of Control Numbers, Region Codes and Processing Centres For an OAS penalty ""Receiving benefit: Yes"" when the account is active ; or ""Receiving benefit: No"" when the account is inactive . ""OAS - Penalty (COT: PEN3)"". the appropriate CPP Fund Centres (Work Tool) . ""Fund Centre: (insert Fund Centre)"". CPP Fund Centres (Work Tool) the appropriate OCON. Refer to Office of Control Numbers, Region Codes and Processing Centres . ""OCON: (insert OCON)"". Office of Control Numbers, Region Codes and Processing Centres For an International Operations (IO) penalty ""Receiving benefit: Yes"" when the account is active ; or ""Receiving benefit: No"" when the account is inactive . ""IA Penalty (CPP: PEN3)""; or ""IA Penalty (OAS: PEN2)"". the appropriate CPP Fund Centres (Work Tool) . ""Fund Centre: (insert Fund Centre)"". CPP Fund Centres (Work Tool) the appropriate OCON. Refer to Office of Control Numbers, Region Codes and Processing Centres . ""OCON: (insert OCON)"". Office of Control Numbers, Region Codes and Processing Centres For OAS and IO inactive accounts with penalty-related overpayments (July 2011 and after), enter the following information for each penalty-related overpayment: if different from the penalty debtor , SIN of the overpayment debtor, ""Client ID of overpayment debtor: (insert SIN).""; Public Sector Collections and Disbursements System Contract Object Type Codes of the overpayment, ""COT of the overpayment to be linked to the penalty: (insert COT)""; and Public Sector Collections and Disbursements System Contract Object Type Codes document date, which is the date the penalty notification letter was sent to the client, “Document Date of the penalty-related overpayment: (insert date)."""
KMT bodies EN,dita_body:97d2012e4dfed9eca94b,,no,,conbody,dita_conbody,en/KA-05059_EN/ka-05059_reconsideration_of_administrative_a_pen_b86d5d4d.dita,Reconsideration of administrative a penalty - reverse the initial decision to impose penalty,concept,en,75,063e2fd3a45e3da8bb5d676e14c984d47cc7601d,"Enter the following: For a CPP penalty:—""CPP – Penalty (COT: PEN2)"". For an OAS penalty—""OAS – Penalty (COT: PEN3)"". For an IO CPP penalty—""IO CPP – Penalty (COT: PEN2)"". For an IO OAS penalty—""IO OAS – Penalty (COT: PEN3)"". ""Initial amount: $(insert dollar amount)"". ""Current amount: $(insert dollar amount)"". ""A decision at the reconsideration level to no longer impose a penalty. Please remove the penalty in the amount of $(insert current dollar amount) on the debtor's account in PSCD."""
KMT bodies EN,dita_body:bffcac831401ee29612f,,no,,conbody,dita_conbody,en/KA-05059_EN/ka-05059_reconsideration_of_administrative_penal_76a47097.dita,Reconsideration of administrative penalty - suspend the collection of the penalty,concept,en,94,d715d865543ae06ed41b618f34190fd4b5e4cf36,"Enter the following: For a CPP penalty: ""CPP—Penalty (COT: PEN2)"". For an OAS penalty: ""OAS—Penalty (COT: PEN3)"". For an IO CPP penalty: ""IO CPP—Penalty (COT: PEN2)"". For an IO OAS penalty: ""IO OAS—Penalty (COT: PEN3)"". ""Initial penalty amount: $(insert dollar amount)"", if applicable. ""Current penalty amount: $(insert dollar amount)"", if applicable. ""Initial penalty related overpayment: $ (insert dollar amount)"", if applicable. ""Current penalty related overpayment: $ (insert dollar amount)"", if applicable. ""Please suspend the penalty in the amount of $(insert current dollar amount) on the debtor's account in PSCD as the debtor has requested a reconsideration."""
KMT bodies EN,dita_body:92645eb399b746480bc6,,no,,conbody,dita_conbody,en/KA-05059_EN/ka-05059_recovering_an_overpayment_resulting_fro_a3893c9a.dita,Recovering an overpayment resulting from misrepresentation,concept,en,61,049c32f9f05b1a6e73f1ef086778829af7d562b8,"Enter the following: ""This request is to establish the penalty-related OAS overpayments below in PSCD, as this client no longer receives benefits"". Enter the following information for each penalty-related (July 2011 and after) overpayment: the current dollar amount of the penalty-related overpayment. the appropriate CPP Fund Centres ""Fund Centre: (insert Fund Centre)"". the appropriate Office of Control (OCON) ""OCON: (insert OCON)""."
KMT bodies EN,dita_body:21c6e5df21d20ed1afb2,,no,,conbody,dita_conbody,en/KA-05059_EN/ka-05059_rescission_or_reduction_of_a_penalty.dita,Rescission or reduction of a penalty,concept,en,78,f688dc9f7e48ffafe936678c8c694dc7b2adbec3,"Enter the following: ""This penalty has been rescinded. Please remove the penalty completely from the Public Sector Collections and Disbursements (PSCD) system."" or ""This penalty has been reduced. Please change the penalty amount to $ (insert new penalty amount)"". For a CPP penalty: ""CPP—Penalty (COT: PEN2)"". For an OAS penalty: ""OAS—Penalty (COT: PEN3)"". For an IO CPP penalty: ""IO CPP—Penalty (COT: PEN2)"". For an IO OAS penalty: ""IO OAS—Penalty (COT: PEN3)"". ""Initial amount: $ (insert amount)"". ""Current amount: $ (insert amount)""."
KMT bodies EN,dita_body:9ce7638617ad11f515be,body_en_cluster_00032,yes,260,refbody,dita_refbody,en/KA-05060_EN/ka-05060_references.dita,References,reference,en,22,70104de949cbcf8df8279af6387f44311b837a62,"If additional guidance is required, send an enquiry via the Business Expertise Request Tool by following normal channels. Business Expertise Request Tool"
KMT bodies EN,dita_body:4e74c47c01ccfa6be169,,no,,conbody,dita_conbody,en/KA-05060_EN/ka-05060_summary.dita,Summary,concept,en,24,06a2e5690c299da74b0a99882e95027c9829949c,"Effective May 31, 2022, the client-facing Social Security Tribunal (SST) website link will be updated. The new web address is sst-tss.gc.ca/en"
KMT bodies EN,dita_body:ed802d976c46359beeb6,,no,,conbody,dita_conbody,en/KA-05060_EN/ka-05060_what_you_need_to_know.dita,What you need to know,concept,en,46,4f290f9924b6f910256ef909a30d0615b7aa48c0,"The letters impacted by the new web address have been updated in the KMT. On the other hand, any impacted letters stored in repositories other than the KMT must have the web address updated manually by replacing the existing SST link with the new web address."
KMT bodies EN,dita_body:12a4eac6677934c08e4f,body_en_cluster_00210,yes,2,conbody,dita_conbody,en/KA-05062_EN/ka-05062_insert_the_content_into_a_nats_letter_template.dita,Insert the content into a NATS letter template,concept,en,77,b7853aacabf738230073c4fb7c397819f23c4d9b,"In NATS, access the applicable blank template: ISS 880 (no cover page); or ISS 881 (with cover page) Select and copy (Ctrl + C) the body of the applicable letter. In the blank template (ISS 880 or 881), place your cursor directly before the ""I"" in the sentence ""If you have any questions…"" and paste (Ctrl + V) the content you have copied. Review your letter to ensure the content has been inserted correctly and the information is correct."
KMT bodies EN,dita_body:cc37734d14c7a68dd5dd,,no,,conbody,dita_conbody,en/KA-05062_EN/ka-05062_letter_content_to_be_added_to_the_nats__fab6e856.dita,Letter content to be added to the NATS letter template,concept,en,219,32c3a9cd2e458a206aede4817027d6a8359cbbc5,"Recovery of overpayment acknowledgement letter This letter concerns your (OAS-GIS-ALW-ALWS-CPP) (pension/benefit) overpayment for <$>. As you previously expressed financial hardship, Service Canada had temporarily suspended recovery of your overpayment. Service Canada is required to recover any amount owing and thus will resume recovery of your overpayment {by deducting $ or %<recovery amount or rate> from your monthly (specify which benefit and which payment) payment starting in <month and year recovery period starts>, until the full amount has been paid back. Should this recovery cause you financial difficulties, please complete the enclosed Statement of Income and Expenses (ISP0100) form and return it to us as soon as possible. Service Canada will review your completed form and advise you of the outcome. If we have not heard from you in 30 days from the date on this letter, we will proceed with the recovery as stated above. If you have any questions, you can call us free of charge from Canada and the United States. You can also write to us. Our address and telephone numbers are shown below. When you contact us, please give us the following Client Identification Number: &CLNT_NUM& To learn more about the Canada Pension Plan and the Old Age Security program s, as well as and our online services, visit the Web site: www.servicecanada.gc.ca"
KMT bodies EN,dita_body:58ccf881f702dbdf07fb,,no,,taskbody,dita_taskbody,en/KA-05063_EN/ka-05063_actions_for_the_supervisor_or_supportin_a174694d.dita,Actions for the supervisor or supporting colleague,task,en,300,272bc923bbc7102b52584cd4632bde147b2f3647,"Stay calm. Acknowledge receipt of the message and offer support and guidance to the employee through MS Teams. Contact an additional supervisor or colleague to assist if needed. Monitor the call if able. Otherwise, continue communication with the employee through MS Teams. Obtain the client's name, phone number, location, details of the threat, if any weapons or other people are present and if the client has a relevant medical condition. If there is an imminent threat, call emergency services. If the client is within your community, dial 9-1-1. If the client is outside your community, obtain the 10-digit number of the client's local police service from the internet. If the voice message tells you to hang up and dial 9-1-1, do not hang up. Attempt to speak to the on-duty officer who will connect you to local emergency services. Obtain the officer's name and badge number, the name of the police service and the police report number. If the threat is towards the Department, contact the regional security office Internal link.. . regional security office Complete a security incident report Internal link , even if the client retracts their statement or a threat is determined not to be imminent. You will require: the client's name, phone number, location and any relevant medical condition; details of the threat, including if any weapons or other people were present; the name of the police service contacted, the officer's name and badge number, the police report number and what client information was released to them; and name, position and contact information of the employees involved in the situation. security incident report Ensure the employee adds a description of the call in the file and enters a note into ITRDS . Refer to ITRDS Notes—Review, Add and Delete . ITRDS Notes—Review, Add and Delete Debrief with all employees involved."
KMT bodies EN,dita_body:d8476824b19dda49da93,,no,,conbody,dita_conbody,en/KA-05063_EN/ka-05063_assess_the_level_of_danger.dita,Assess the level of danger,concept,en,233,645078c2a458fcf60b3fe30a820018d67c0a7357,"Ask the client-specific questions about their intention to commit violence or self-harm. Referto Threats of Self-Harm, Suicide or Violence - Examples of Questions for Agents to Ask the Caller Internal link . For helpful communication techniques, refer to the Conflict prevention section below. Threats of Self-Harm, Suicide or Violence - Examples of Questions for Agents to Ask the Caller A specific plan indicates a higher level of danger. It is better to be overcautious rather than underestimate the client's intent to harm themselves or others. To assess the level of danger, consider the following factors: Are there additional risk factors such as a recent major life event or lack of social support? What type of threat is present? Direct threat: I am going to kill myself. Indirect threat: I might as well end it all now. Conditional threat: If I do not get money soon, I cannot go on living. What is the tone, pitch and pace of the client's speech? At whom is the threat targeted? Has the client repeated the threat several times? Does the client convey a serious intent and plan to carry out the threat or are they demonstrating frustration? Does the client have access to a weapon or means available to commit violence or self-harm? Is the client alone? Where are they located? Is there a history of threatening or violent behaviour? Is there a medical condition that may contribute to threatening behaviour?"
KMT bodies EN,dita_body:6a4718797f606e432245,,no,,conbody,dita_conbody,en/KA-05063_EN/ka-05063_authority_to_release_information_to_eme_e77a7f66.dita,Authority to release information to emergency services,concept,en,101,952343e9c0b5213d24c91d19f41460290b6ee0f0,"If a client threatens to harm themselves or someone else, ection 37(1) of the Department of Employment and Social Development Act authorizes you to contact emergency services and provide a client's personal information. Only disclose information relevant to the situation: Your name, employer, and the type of work you do. The name, address, phone number, date of birth and location of the client. The person who is the subject of the threat. Factual details about the incident (e.g. mention of a weapon) and previous incidents. The medical condition if known and only if it is pertinent to the situation."
KMT bodies EN,dita_body:80afa714de3243daf51b,,no,,conbody,dita_conbody,en/KA-05063_EN/ka-05063_before_making_a_potentially_difficult_call.dita,Before making a potentially difficult call,concept,en,71,5dbdf15f566a933e610eefdefb9da00391851faa,"Review the file and prepare questions. Identify if a supervisor or colleague is available. Notify them that you are making a potentially difficult call and may require assistance. Identify the phone number(s) for emergency and crisis services in the client's location. If the client is within your community, dial 9-1-1. If the client is outside your community, obtain the 10-digit number of the client's local police service from the internet."
KMT bodies EN,dita_body:ca2e69d3821f554fd102,,no,,conbody,dita_conbody,en/KA-05063_EN/ka-05063_conflict_prevention.dita,Conflict prevention,concept,en,124,1fac90f67f9a87ace304908334304a054f33e289,"Anger and aggressive behaviour by a client can be a reaction to the anxiety they are experiencing from personal stressors such as loss of income or illness. Providing timely information to clients in a supportive manner can allow them to maintain control of their lives and make appropriate decisions about their future. Guiding principles: Adopt a caring and compassionate approach by demonstrating respect and concern for every client and providing quality service. Communicate openly, honestly and implement better ways of explaining the program's eligibility criteria by using plain language, updating the client throughout the process and responding to their inquiries. Manage your own emotional reactions to cope with an angry, threatening or distressed client. If possible, prepare yourself ahead of a potentially difficult call."
KMT bodies EN,dita_body:39eb1db71fd0279cf44d,,no,,conbody,dita_conbody,en/KA-05063_EN/ka-05063_examples_of_crisis_incidents.dita,Examples of crisis incidents,concept,en,52,f6ab89861f5f18bc10e15662d65b103b13045403,A crisis incident may include: the client threatening to hurt or kill themselves or others; the client threatening to damage property; the client being verbally abusive or threatening to you; the client discloses they are in danger; or a threat coming from a third party such as a representative or family member.
KMT bodies EN,dita_body:cd5d38d3137c35e8c1f1,,no,,refbody,dita_refbody,en/KA-05063_EN/ka-05063_glossary.dita,Glossary,reference,en,9,64219ef3d697c93c5cd1b314efba6ac2b8368905,Call exception Crisis incident Debrief Deescalate Imminent threat Incident
KMT bodies EN,dita_body:034aad3b73a3634fedac,,no,,taskbody,dita_taskbody,en/KA-05063_EN/ka-05063_if_the_client_becomes_upset_during_the_call.dita,If the client becomes upset during the call,task,en,202,4bfe8600939a26da2a75e6cd05b6e5837d4f6a2c,"Remain calm. Do not place the client on hold. Listen and allow the client to express themself. Assess the seriousness of the situation. Go to Assess the level of danger section in the What you need to know section of the Overview tab. Tell the client that you want to help them. Help the client problem solve and plan a positive course of action such as contacting a family member, crisis centre Internal link or healthcare provider. Assist the client by looking up a crisis centre in their area. crisis centre If the incident escalates, go to the section If the client makes a threat during the call below. If the incident deescalates or a positive course of action is determined, offer to call the client back after a short period to determine if they are still okay or if they need further help to connect to a support system. Describe the incident in detail, including direct quotes, on a call record and place it in the client's file. Notify your supervisor of the incident. Create an Important note in ITRDS briefly stating what happened and what actions you took. Refer to ITRDS Notes—Review, Add and Delete . ITRDS Notes—Review, Add and Delete"
