sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
"If the medical certificate does not provide a start date when conditions were met (life at risk as a result of illness or injury, change in baseline of health and care or support is required) or the date provided matches the date of the signature, the start date of the FCW is determined as following:",69,Activity_start; Being_at_risk; Being_necessary; Biological_entity; Catching_fire; Causation; Cause_change; Change_tool; Coming_to_believe; Compatibility; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Daring; Dead_or_alive; Deciding; Desiring; Distinctiveness; Documents; Earnings_and_losses; Evaluative_comparison; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Food; Funding; Grasp; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Ingest_substance; Intentionally_act; Intentionally_affect; Location_in_time; Manner_of_life; Medical_conditions; Medical_intervention; Needing; Negation; Origin; People; Personal_relationship; Process_start; Purpose; Rank; Relative_time; Replacing; Resolve_problem; Risky_situation; Run_risk; Sex; Sign_agreement; Social_event_collective; State_of_entity; Supply; Supporting; Taking_sides; Temporal_subregion; Terms_of_agreement; Text; Thriving; Time_vector; Timespan; Touring; Undergo_change,146; 1560; 1157; 2567; 2827; 5; 683; 1173; 23; 360; 117; 2718; 900; 1799; 56; 374; 310; 363; 366; 1133; 560; 1873; 353; 25; 1170; 1184; 384; 277; 2982; 979; 2569; 1491; 1494; 1111; 386; 198; 230; 2141; 2562; 239; 2741; 1375; 2860; 1103; 304; 102; 133; 513; 1377; 81; 1121; 1523; 1762; 378; 2913; 1151; 2281; 1600; 1346; 2000; 1306; 1470; 1531; 298; 1771; 379; 2142; 1907; 1172,1,1,procedure/task/determining_pcic_med_cert.json
"If the medical certificate does not provide a start date when conditions were met (life at risk as a result of illness or injury, change in baseline of health and care or support is required) or the date provided matches the date of the signature, the start date of the FCW is determined as follows:",68,Activity_start; Being_at_risk; Being_necessary; Biological_entity; Catching_fire; Causation; Cause_change; Change_tool; Coming_to_believe; Compatibility; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Daring; Dead_or_alive; Deciding; Desiring; Distinctiveness; Documents; Earnings_and_losses; Evaluative_comparison; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Food; Funding; Grasp; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Ingest_substance; Intentionally_act; Intentionally_affect; Location_in_time; Manner_of_life; Medical_conditions; Medical_intervention; Needing; Negation; Origin; People; Personal_relationship; Process_start; Purpose; Rank; Relative_time; Replacing; Resolve_problem; Risky_situation; Run_risk; Sex; Sign_agreement; Social_event_collective; State_of_entity; Supply; Supporting; Taking_sides; Temporal_subregion; Terms_of_agreement; Text; Thriving; Timespan; Touring; Undergo_change,146; 1560; 1157; 2567; 2827; 5; 683; 1173; 23; 360; 117; 2718; 900; 1799; 56; 374; 310; 363; 366; 1133; 560; 1873; 353; 25; 1170; 1184; 384; 277; 2982; 979; 2569; 1491; 1494; 1111; 386; 198; 230; 2141; 2562; 239; 2741; 1375; 2860; 1103; 304; 102; 133; 513; 1377; 81; 1121; 1523; 1762; 378; 2913; 1151; 2281; 1600; 1346; 2000; 1306; 1470; 1531; 298; 1771; 2142; 1907; 1172,1,1,procedure/generic/family_caregiver_benefits_knowledge.json
"Line 1: Type the appropriate option: If adjudication is necessary, type “Urgent — Family Caregiver benefits.” If a decision is rendered, type “Family Caregiver benefits.” Line 2: Type the appropriate option: If adjudication is necessary, type “Stop payments as of w/c [XXXX].” If a decision is rendered, type “The client is entitled to [XX] weeks — Change the number of weeks from [XX] to [XX].” Line 3: Type the appropriate option: If adjudication is necessary, type “Adjudication is required to determine how the remaining weeks of benefits will be shared.” If a decision is rendered, leave the field blank.",68,Abandonment; Activity_stop; Aggregate; Alternatives; Amounting_to; Be_subset_of; Being_named; Being_necessary; Biological_classification; Boundary; Calendric_unit; Cardinal_numbers; Categorization; Causation; Cause_change; Change_tool; Coming_to_believe; Commerce_buy; Commerce_pay; Commonality; Communication; Conferring_benefit; Contingency; Control; Deciding; Deny_or_grant_permission; Departing; Desiring; Distributed_position; Documents; Exchange; Exchange_currency; Existence; Fields; Forming_relationships; Giving; Halt; Have_as_requirement; Imposing_obligation; Kinship; Left_to_do; Locale_by_event; Locale_by_use; Means; Measure_duration; Name_conferral; Needing; Path_shape; Preventing_or_letting; Process_stop; Product_line; Prohibiting_or_licensing; Quantified_mass; Quantity; Quitting; Remainder; Replacing; Roadways; Shapes; Sharing; Social_event; State_continue; Suitability; Temporary_leave; Text_creation; Thwarting; Type; Undergo_change,2031; 166; 103; 1931; 602; 1818; 228; 1157; 2701; 329; 229; 218; 21; 5; 683; 1173; 23; 171; 180; 2669; 6; 2721; 900; 1799; 363; 520; 57; 366; 76; 560; 1170; 1184; 660; 1345; 723; 139; 1024; 1491; 1494; 104; 1041; 1921; 196; 1790; 224; 221; 1375; 61; 516; 144; 2524; 521; 189; 2604; 325; 1030; 1121; 203; 328; 2810; 125; 1155; 368; 2709; 278; 518; 128; 1172,1,1,procedure/generic/mm06_fcb_sharing_entitlement_wks_trans.json
"Summary:When a duplicate payment investigation by the Imaging and Receiver General Operations Directorate, which was previously called the Cheque Redemption and Control Directorate, reveals that a client was paid twice for the same period or has redeemed a cheque for an amount that does not match the payment record in BPS, IPOC establishes an overpayment (OP).When a client disputes an OP imposed for a duplicate payment, the processing officer reviews the information on file and refers the issue to IPOS or to Integrity for an investigation into the disputed payment attempt.",68,Amounting_to; Appellations; Attempt; Attention_getting; Being_in_category; Being_in_control; Businesses; Claim_ownership; Commerce_buy; Commerce_pay; Communication_means; Compatibility; Contacting; Control; Controller_object; Creating; Criminal_investigation; Degree; Deserving; Duplication; Emanating; Evaluative_comparison; Event_instance; Evidence; Experimentation; Firefighting; Frequency; Goal; Grooming; Identicality; Information; Ingest_substance; Intentionally_act; Intentionally_affect; Intentionally_create; Labeling; Leadership; Medical_intervention; Military_operation; Name_conferral; Negation; People_by_vocation; Placing; Point_of_dispute; Processing_materials; Quantified_mass; Quantity; Quarreling; Recording; Records; Reference_text; Referring_by_name; Removing; Request; Reveal_secret; Scrutiny; Self_motion; Sending; Sex; Simple_naming; Submitting_documents; Supply; Text; Thriving; Time_vector; Topic; Touring; Using,602; 2390; 116; 305; 1820; 1800; 365; 550; 171; 180; 242; 360; 286; 1799; 2654; 319; 500; 2001; 541; 11; 361; 353; 2140; 25; 2683; 2832; 80; 1177; 159; 1029; 1591; 386; 198; 230; 280; 1250; 73; 2741; 2676; 221; 2860; 1071; 62; 1608; 620; 189; 2604; 710; 1615; 2680; 1924; 1253; 63; 41; 1146; 31; 64; 243; 2913; 1261; 1521; 1346; 298; 1771; 379; 373; 1907; 1141,1,1,procedure/activity/suspense_voucher.json
"When the client requests a number of weeks that goes beyond the care or support date indicated on the medical certificate, the officer imposes a 61 - Family caregiver for children or adult - Does not meet entitlement conditions disentitlement (D61) from the week following the week in which the patient no longer requires care or support.",68,Aggregate; Amounting_to; Appellations; Assemble; Attention_getting; Be_subset_of; Being_named; Biological_classification; Calendric_unit; Cardinal_numbers; Come_together; Commerce_buy; Communication; Compatibility; Compliance; Condition_symptom_relation; Cotheme; Degree; Desiring; Documents; Evidence; Food; Funding; Grasp; Have_as_requirement; Imposing_obligation; Indicating; Ingest_substance; Intentionally_act; Intentionally_affect; Kinship; Leadership; Location_in_time; Locative_relation; Make_acquaintance; Measure_duration; Medical_conditions; Medical_interaction_scenario; Medical_intervention; Meet_specifications; Meet_with_response; Motion; Needing; Negation; Origin; People_by_age; People_by_vocation; Personal_relationship; Quantified_mass; Quantity; Rashness; Relative_time; Request; Response; Scrutiny; Sex; Sign; Social_event_collective; State_of_entity; Supporting; Taking_sides; Temporal_collocation; Terms_of_agreement; Thriving; Time_vector; Touring; Transition_to_a_quality; Undergo_change,103; 602; 2390; 2237; 305; 1818; 228; 2701; 229; 218; 730; 171; 6; 360; 117; 2718; 56; 2001; 366; 560; 25; 277; 2982; 979; 1491; 1494; 2090; 386; 198; 230; 104; 73; 2141; 199; 1085; 224; 239; 2708; 2741; 2235; 2232; 7; 1375; 2860; 1103; 973; 1071; 102; 189; 2604; 1581; 81; 41; 1302; 31; 2913; 428; 2281; 1600; 2000; 1306; 1895; 1531; 1771; 379; 1907; 2972; 1172,1,1,procedure/task/determining_pcic_med_cert.json
"In order to prove that a patient is critically ill or injured and requires care or support of a family member, a client must obtain a medical certificate that attests that the patient’s baseline state of health has changed significantly, that the patient’s life is at risk as a result of an illness or injury and that the patient requires care or support of a family member.",67,Affirm_or_deny; Aggregate; Arranging; Artistic_style; Bail_decision; Being_at_risk; Biological_classification; Biological_entity; Body_parts; Causation; Cause_change; Cause_harm; Change_post-state; Change_tool; Chaos; Commerce_buy; Condition_symptom_relation; Daring; Dead_or_alive; Degree; Desiring; Documents; Dough_rising; Earnings_and_losses; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Funding; Getting; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Kinship; Law; Leadership; Manner_of_life; Medical_conditions; Medical_interaction_scenario; Medical_intervention; Membership; Needing; Organization; People; Political_locales; Rank; Rashness; Reasoning; Replacing; Request; Request_entity; Resolve_problem; Risky_situation; Rite; Run_risk; Sentencing; Sequence; State_of_entity; Statement; Supporting; Taking_sides; Text; Thermodynamic_phase; Timespan; Turning_out; Undergo_change,2974; 103; 921; 2490; 121; 1560; 2701; 2567; 119; 5; 683; 112; 3011; 1173; 2705; 171; 2718; 374; 310; 2001; 366; 560; 1421; 1873; 25; 1170; 1184; 384; 2982; 179; 2569; 1491; 1494; 1111; 104; 950; 73; 2562; 239; 2708; 2741; 1026; 1375; 1371; 304; 195; 1377; 1581; 308; 1121; 41; 2700; 1523; 1762; 301; 378; 297; 2135; 1600; 43; 2000; 1306; 298; 2550; 2142; 2191; 1172,1,1,procedure/generic/family_caregiver_benefits_knowledge.json
"Line 1: Type “Converting to CCB weeks.” Line 2: Type “Modifying the counters.” Line 3: Type the appropriate option: If it is an adjustment of the entitlement weeks, type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number], WP [served or not served], CCB 12.” If it is a change of the benefit period (BP), type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number].” If it is a change after the death of the patient, type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number], AMEN D.” Line 4: Type the appropriate option: If it is claimant’s reports to process, type “M152 w/c [XXXX] NA X-X.” If it is a change after the death of the patient, type “Death w/c [XXXX] M152 w/c [XXXX] NA X-X.” Line 5: Enter your first name and last name.",67,Activity_start; Adducing; Adjusting; Alternatives; Amounting_to; Appointing; Architectural_part; Arriving; Assistance; Be_subset_of; Becoming_a_member; Being_incarcerated; Being_named; Boundary; Calendric_unit; Capacity; Cardinal_numbers; Cause_change; Change_tool; Communication_response; Conferring_benefit; Death; Distributed_position; Documents; Duration_relation; Exchange; Exchange_currency; Fame; First_experience; Frequency; Function; Indicating; Kinship; Means; Measure_duration; Medical_interaction_scenario; Name_conferral; Negation; Offering; Ordinal_numbers; Path_shape; Process; Processing_materials; Product_line; Quantified_mass; Quantity; Rashness; Referring_by_name; Relative_time; Replacing; Reporting; Roadways; Serving_in_capacity; Shapes; Social_event; Statement; Subordinates_and_superiors; Successful_action; Sufficiency; Suitability; Text; Text_creation; Thwarting; Time_vector; Type; Undergo_change; Undergo_transformation,146; 1601; 1376; 1931; 602; 1925; 971; 54; 391; 1818; 1733; 2673; 228; 329; 229; 2138; 218; 683; 1173; 42; 2721; 53; 76; 560; 2121; 1170; 1184; 1880; 1027; 80; 2523; 2090; 104; 1790; 224; 2708; 221; 2860; 2239; 1147; 61; 233; 620; 2524; 189; 2604; 1581; 1253; 81; 1121; 483; 203; 2521; 328; 125; 43; 530; 1389; 342; 368; 298; 278; 518; 379; 128; 1172; 2973,1,1,procedure/generic/mm06_conversion_ccb_pdc.json
"In addition to the documents required in all cases, the officer must include: a screenshot of the Payments tab (in situations where payments have already been issued and the client failed to continue submitting their reports in a timely matter) in FTS; a screenshot of the E-Report History (MD01) in FTS; all documentation related to the claimant’s request that their report be considered as if it was sent earlier (within the time limit).",65,Activity_ongoing; Appellations; Attention_getting; Being_necessary; Categorization; Cause_to_be_included; Cogitation; Cognitive_connection; Commerce_buy; Commerce_pay; Commutative_process; Condition_symptom_relation; Containers; Creating; Criminal_investigation; Degree; Documents; Emanating; Endeavor_failure; Event_instance; Fields; Giving_birth; Have_as_requirement; Have_associated; History; Imposing_obligation; Imprisonment; Inclusion; Individual_history; Ingest_substance; Ingestion; Instance; Interior_profile_relation; Leadership; Limitation; Limiting; Location_in_time; Locative_relation; Measure_duration; Measure_volume; Needing; Out_of_existence; People_by_vocation; Possession; Process_continue; Quantified_mass; Reasoning; Recording; Relating_concepts; Reporting; Request; Sex; Spatial_co-location; Statement; Success_or_failure; Successful_action; Supply; Temporal_collocation; Temporal_pattern; Temporal_subregion; Text; Time_vector; Timespan; Trial; Within_distance,164; 2390; 305; 1157; 21; 2230; 22; 720; 171; 180; 2243; 2718; 78; 319; 500; 2001; 560; 361; 2622; 2140; 1345; 281; 1491; 1933; 2113; 1494; 1111; 1153; 1906; 386; 263; 132; 1178; 73; 2715; 2714; 2141; 199; 224; 155; 1375; 2105; 1071; 118; 145; 189; 308; 1615; 2060; 483; 41; 2913; 2905; 43; 1388; 1389; 1346; 1895; 1040; 1470; 298; 379; 2142; 201; 1461,1,1,procedure/generic/docs_recon_file.json
"Search by Activity Show all Assignment of benefits Benefit repayment Canada Revenue Agency set-off Cancelled payment Cancelling, voiding, terminating or withdrawing a claim Change of address Claimant’s report Communication Direct deposit DQ003 — DARS Interface Transaction Errors Duplicate payment Enquiries Error correction Family supplement IPOC EDS reports and manual actions Itemized statement of benefits paid MM06 — Incorrect, incomplete or invalid MPS Overpayments Payment replacement Purge and recreate Rejected transaction records Returned payment advice notice SIN change T4E request Tax errors and warnings Transfers Work-Sharing Submit Reset",65,Activity_stop; Aggregate; Aiming; Arriving; Becoming_aware; Behind_the_scenes; Being_obligated; Biological_classification; Cause_change; Cause_motion; Cause_to_perceive; Change_tool; Claim_ownership; Commerce_pay; Commercial_transaction; Communication; Completeness; Condition_symptom_relation; Conferring_benefit; Correctness; Cotheme; Duplication; Earnings_and_losses; Emitting; Emptying; Evidence; Exchange; Exchange_currency; Excreting; Finish_competition; Firing; Giving_in; Intentionally_act; Killing; Kinship; Misdeed; Obviousness; Organization; Placing; Predicting; Quantified_mass; Reasoning; Recording; Records; Referring_by_name; Removing; Repayment; Replacing; Reporting; Request; Resolve_problem; Respond_to_proposal; Resurrection; Scrutiny; Social_event; Speak_on_topic; Statement; Submitting_documents; Take_place_of; Text; Topic; Transfer; Undergo_change; Warning; Withdraw_from_participation,166; 103; 1901; 54; 20; 409; 392; 2701; 683; 55; 2161; 1173; 550; 180; 177; 6; 1534; 2718; 2721; 1512; 56; 11; 1873; 359; 58; 25; 1170; 1184; 270; 798; 326; 1497; 198; 590; 104; 1100; 1360; 1371; 62; 425; 189; 308; 1615; 2680; 1253; 63; 2370; 1121; 483; 41; 1523; 1623; 1413; 31; 125; 523; 43; 1521; 1171; 298; 373; 178; 1172; 2730; 1518,2,1,procedure/generic/wl_mgmt_ipoc.json
"“ When you have provided the first 2 digits of your access code, you can ask me to provide up to 2 pieces of your information (e.g. name of employer, email address or year of birth) that we have on file in order to confirm that I am an officer calling from Service Canada — Employment Insurance.”",65,Adducing; Affirm_or_deny; Appellations; Appointing; Arranging; Artistic_style; Attention_getting; Bail_decision; Being_employed; Being_named; Biological_classification; Calendric_unit; Chaos; Claim_ownership; Communication_means; Contacting; Degree; Deserving; Employing; Evidence; Fame; First_experience; Giving_birth; Grooming; Have_associated; Having_or_lacking_access; Inclusion; Indicating; Information; Ingest_substance; Ingestion; Kinship; Labeling; Law; Leadership; Measure_duration; Name_conferral; Ordinal_numbers; Organization; Part_piece; People_by_vocation; Placing; Possession; Public_services; Questioning; Rank; Referring_by_name; Removing; Request; Request_entity; Resolve_problem; Rite; Self_motion; Sentencing; Sequence; Sex; Simple_naming; Speak_on_topic; Statement; Submitting_documents; Supply; Topic; Unemployment_rate; Using; Verification,1601; 2974; 2390; 1925; 921; 2490; 305; 121; 282; 228; 2701; 229; 2705; 550; 242; 286; 2001; 541; 323; 25; 1880; 1027; 281; 159; 1933; 1870; 1153; 2090; 1591; 386; 263; 104; 1250; 950; 73; 224; 221; 1147; 1371; 142; 1071; 62; 118; 1605; 40; 1377; 1253; 63; 41; 2700; 1523; 301; 64; 297; 2135; 2913; 1261; 523; 43; 1521; 1346; 373; 1606; 1141; 1230,1,1,procedure/generic/validating_cict.json
