sentence,status,confidence,canonicalFrameCount,canonicalFrames,structuredKnowledge,rulesApplied,reviewCandidates,explicitlySuppressedFrames,rawFrameCount,rawFrames,occurrenceCount,sourceDocumentCount,sourceDocuments
"If the medical certificate does not provide a start date when conditions were met (life at risk as a result of illness or injury, change in baseline of health and care or support is required) or the date provided matches the date of the signature, the start date of the FCW is determined as following:",needs_review,low,0,,,,Cause_change; Coming_to_believe; Deciding; Evidence; Have_as_requirement; Imposing_obligation; Replacing; Resolve_problem,,69,Activity_start; Being_at_risk; Being_necessary; Biological_entity; Catching_fire; Causation; Cause_change; Change_tool; Coming_to_believe; Compatibility; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Daring; Dead_or_alive; Deciding; Desiring; Distinctiveness; Documents; Earnings_and_losses; Evaluative_comparison; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Food; Funding; Grasp; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Ingest_substance; Intentionally_act; Intentionally_affect; Location_in_time; Manner_of_life; Medical_conditions; Medical_intervention; Needing; Negation; Origin; People; Personal_relationship; Process_start; Purpose; Rank; Relative_time; Replacing; Resolve_problem; Risky_situation; Run_risk; Sex; Sign_agreement; Social_event_collective; State_of_entity; Supply; Supporting; Taking_sides; Temporal_subregion; Terms_of_agreement; Text; Thriving; Time_vector; Timespan; Touring; Undergo_change,1,1,procedure/task/determining_pcic_med_cert.json
"If the medical certificate does not provide a start date when conditions were met (life at risk as a result of illness or injury, change in baseline of health and care or support is required) or the date provided matches the date of the signature, the start date of the FCW is determined as follows:",needs_review,low,0,,,,Cause_change; Coming_to_believe; Deciding; Evidence; Have_as_requirement; Imposing_obligation; Replacing; Resolve_problem,,68,Activity_start; Being_at_risk; Being_necessary; Biological_entity; Catching_fire; Causation; Cause_change; Change_tool; Coming_to_believe; Compatibility; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Daring; Dead_or_alive; Deciding; Desiring; Distinctiveness; Documents; Earnings_and_losses; Evaluative_comparison; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Food; Funding; Grasp; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Ingest_substance; Intentionally_act; Intentionally_affect; Location_in_time; Manner_of_life; Medical_conditions; Medical_intervention; Needing; Negation; Origin; People; Personal_relationship; Process_start; Purpose; Rank; Relative_time; Replacing; Resolve_problem; Risky_situation; Run_risk; Sex; Sign_agreement; Social_event_collective; State_of_entity; Supply; Supporting; Taking_sides; Temporal_subregion; Terms_of_agreement; Text; Thriving; Timespan; Touring; Undergo_change,1,1,procedure/generic/family_caregiver_benefits_knowledge.json
"Line 1: Type the appropriate option: If adjudication is necessary, type “Urgent — Family Caregiver benefits.” If a decision is rendered, type “Family Caregiver benefits.” Line 2: Type the appropriate option: If adjudication is necessary, type “Stop payments as of w/c [XXXX].” If a decision is rendered, type “The client is entitled to [XX] weeks — Change the number of weeks from [XX] to [XX].” Line 3: Type the appropriate option: If adjudication is necessary, type “Adjudication is required to determine how the remaining weeks of benefits will be shared.” If a decision is rendered, leave the field blank.",canonical_frame,high,3,Assessing; Have_as_requirement; Imposing_obligation,,determine_numeric_or_eligibility_assessment; explicit_procedural_duty; objective_prerequisite,Activity_stop; Cause_change; Communication; Deciding; Deny_or_grant_permission; Giving; Replacing,Coming_to_believe; Contingency; Control; Needing,68,Abandonment; Activity_stop; Aggregate; Alternatives; Amounting_to; Be_subset_of; Being_named; Being_necessary; Biological_classification; Boundary; Calendric_unit; Cardinal_numbers; Categorization; Causation; Cause_change; Change_tool; Coming_to_believe; Commerce_buy; Commerce_pay; Commonality; Communication; Conferring_benefit; Contingency; Control; Deciding; Deny_or_grant_permission; Departing; Desiring; Distributed_position; Documents; Exchange; Exchange_currency; Existence; Fields; Forming_relationships; Giving; Halt; Have_as_requirement; Imposing_obligation; Kinship; Left_to_do; Locale_by_event; Locale_by_use; Means; Measure_duration; Name_conferral; Needing; Path_shape; Preventing_or_letting; Process_stop; Product_line; Prohibiting_or_licensing; Quantified_mass; Quantity; Quitting; Remainder; Replacing; Roadways; Shapes; Sharing; Social_event; State_continue; Suitability; Temporary_leave; Text_creation; Thwarting; Type; Undergo_change,1,1,procedure/generic/mm06_fcb_sharing_entitlement_wks_trans.json
"Summary:When a duplicate payment investigation by the Imaging and Receiver General Operations Directorate, which was previously called the Cheque Redemption and Control Directorate, reveals that a client was paid twice for the same period or has redeemed a cheque for an amount that does not match the payment record in BPS, IPOC establishes an overpayment (OP).When a client disputes an OP imposed for a duplicate payment, the processing officer reviews the information on file and refers the issue to IPOS or to Integrity for an investigation into the disputed payment attempt.",canonical_frame,high,2,Giving; Scrutiny,administrative_file_reference,administrative_file_not_grooming_or_placement; fallback_Scrutiny; fallback_Giving,Evidence; Request; Submitting_documents,Grooming; Placing,68,Amounting_to; Appellations; Attempt; Attention_getting; Being_in_category; Being_in_control; Businesses; Claim_ownership; Commerce_buy; Commerce_pay; Communication_means; Compatibility; Contacting; Control; Controller_object; Creating; Criminal_investigation; Degree; Deserving; Duplication; Emanating; Evaluative_comparison; Event_instance; Evidence; Experimentation; Firefighting; Frequency; Goal; Grooming; Identicality; Information; Ingest_substance; Intentionally_act; Intentionally_affect; Intentionally_create; Labeling; Leadership; Medical_intervention; Military_operation; Name_conferral; Negation; People_by_vocation; Placing; Point_of_dispute; Processing_materials; Quantified_mass; Quantity; Quarreling; Recording; Records; Reference_text; Referring_by_name; Removing; Request; Reveal_secret; Scrutiny; Self_motion; Sending; Sex; Simple_naming; Submitting_documents; Supply; Text; Thriving; Time_vector; Topic; Touring; Using,1,1,procedure/activity/suspense_voucher.json
"When the client requests a number of weeks that goes beyond the care or support date indicated on the medical certificate, the officer imposes a 61 - Family caregiver for children or adult - Does not meet entitlement conditions disentitlement (D61) from the week following the week in which the patient no longer requires care or support.",canonical_frame,high,4,Evidence; Meet_specifications; Request; Rewards_and_punishments,,meet_standard_not_social_meeting; fallback_Request; fallback_Evidence; fallback_Rewards_and_punishments,Communication; Have_as_requirement; Imposing_obligation; Scrutiny,Assemble; Come_together; Make_acquaintance; Meet_with_response; Response,68,Aggregate; Amounting_to; Appellations; Assemble; Attention_getting; Be_subset_of; Being_named; Biological_classification; Calendric_unit; Cardinal_numbers; Come_together; Commerce_buy; Communication; Compatibility; Compliance; Condition_symptom_relation; Cotheme; Degree; Desiring; Documents; Evidence; Food; Funding; Grasp; Have_as_requirement; Imposing_obligation; Indicating; Ingest_substance; Intentionally_act; Intentionally_affect; Kinship; Leadership; Location_in_time; Locative_relation; Make_acquaintance; Measure_duration; Medical_conditions; Medical_interaction_scenario; Medical_intervention; Meet_specifications; Meet_with_response; Motion; Needing; Negation; Origin; People_by_age; People_by_vocation; Personal_relationship; Quantified_mass; Quantity; Rashness; Relative_time; Request; Response; Scrutiny; Sex; Sign; Social_event_collective; State_of_entity; Supporting; Taking_sides; Temporal_collocation; Terms_of_agreement; Thriving; Time_vector; Touring; Transition_to_a_quality; Undergo_change,1,1,procedure/task/determining_pcic_med_cert.json
"In order to prove that a patient is critically ill or injured and requires care or support of a family member, a client must obtain a medical certificate that attests that the patient’s baseline state of health has changed significantly, that the patient’s life is at risk as a result of an illness or injury and that the patient requires care or support of a family member.",canonical_frame,high,2,Evidence; Imposing_obligation,,explicit_procedural_duty; fallback_Evidence,Cause_change; Have_as_requirement; Replacing; Request; Resolve_problem,,67,Affirm_or_deny; Aggregate; Arranging; Artistic_style; Bail_decision; Being_at_risk; Biological_classification; Biological_entity; Body_parts; Causation; Cause_change; Cause_harm; Change_post-state; Change_tool; Chaos; Commerce_buy; Condition_symptom_relation; Daring; Dead_or_alive; Degree; Desiring; Documents; Dough_rising; Earnings_and_losses; Evidence; Exchange; Exchange_currency; Experience_bodily_harm; Funding; Getting; Gusto; Have_as_requirement; Imposing_obligation; Imprisonment; Kinship; Law; Leadership; Manner_of_life; Medical_conditions; Medical_interaction_scenario; Medical_intervention; Membership; Needing; Organization; People; Political_locales; Rank; Rashness; Reasoning; Replacing; Request; Request_entity; Resolve_problem; Risky_situation; Rite; Run_risk; Sentencing; Sequence; State_of_entity; Statement; Supporting; Taking_sides; Text; Thermodynamic_phase; Timespan; Turning_out; Undergo_change,1,1,procedure/generic/family_caregiver_benefits_knowledge.json
"Line 1: Type “Converting to CCB weeks.” Line 2: Type “Modifying the counters.” Line 3: Type the appropriate option: If it is an adjustment of the entitlement weeks, type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number], WP [served or not served], CCB 12.” If it is a change of the benefit period (BP), type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number].” If it is a change after the death of the patient, type “M112 from w/c [XXXX] to w/c [XXXX], certificate [number], ENT WKS [number], AMEN D.” Line 4: Type the appropriate option: If it is claimant’s reports to process, type “M152 w/c [XXXX] NA X-X.” If it is a change after the death of the patient, type “Death w/c [XXXX] M152 w/c [XXXX] NA X-X.” Line 5: Enter your first name and last name.",structured_non_frame,high,0,,waiting_period_state,waiting_period_served_is_domain_state,Cause_change; Replacing; Reporting,Function; Serving_in_capacity,67,Activity_start; Adducing; Adjusting; Alternatives; Amounting_to; Appointing; Architectural_part; Arriving; Assistance; Be_subset_of; Becoming_a_member; Being_incarcerated; Being_named; Boundary; Calendric_unit; Capacity; Cardinal_numbers; Cause_change; Change_tool; Communication_response; Conferring_benefit; Death; Distributed_position; Documents; Duration_relation; Exchange; Exchange_currency; Fame; First_experience; Frequency; Function; Indicating; Kinship; Means; Measure_duration; Medical_interaction_scenario; Name_conferral; Negation; Offering; Ordinal_numbers; Path_shape; Process; Processing_materials; Product_line; Quantified_mass; Quantity; Rashness; Referring_by_name; Relative_time; Replacing; Reporting; Roadways; Serving_in_capacity; Shapes; Social_event; Statement; Subordinates_and_superiors; Successful_action; Sufficiency; Suitability; Text; Text_creation; Thwarting; Time_vector; Type; Undergo_change; Undergo_transformation,1,1,procedure/generic/mm06_conversion_ccb_pdc.json
"In addition to the documents required in all cases, the officer must include: a screenshot of the Payments tab (in situations where payments have already been issued and the client failed to continue submitting their reports in a timely matter) in FTS; a screenshot of the E-Report History (MD01) in FTS; all documentation related to the claimant’s request that their report be considered as if it was sent earlier (within the time limit).",canonical_frame,high,4,Have_as_requirement; Imposing_obligation; Request; Submitting_documents,record_history_reference,history_label_is_record_reference; administrative_document_submission; explicit_procedural_duty; objective_prerequisite; fallback_Request,Reporting,History; Individual_history; Needing,65,Activity_ongoing; Appellations; Attention_getting; Being_necessary; Categorization; Cause_to_be_included; Cogitation; Cognitive_connection; Commerce_buy; Commerce_pay; Commutative_process; Condition_symptom_relation; Containers; Creating; Criminal_investigation; Degree; Documents; Emanating; Endeavor_failure; Event_instance; Fields; Giving_birth; Have_as_requirement; Have_associated; History; Imposing_obligation; Imprisonment; Inclusion; Individual_history; Ingest_substance; Ingestion; Instance; Interior_profile_relation; Leadership; Limitation; Limiting; Location_in_time; Locative_relation; Measure_duration; Measure_volume; Needing; Out_of_existence; People_by_vocation; Possession; Process_continue; Quantified_mass; Reasoning; Recording; Relating_concepts; Reporting; Request; Sex; Spatial_co-location; Statement; Success_or_failure; Successful_action; Supply; Temporal_collocation; Temporal_pattern; Temporal_subregion; Text; Time_vector; Timespan; Trial; Within_distance,1,1,procedure/generic/docs_recon_file.json
"Search by Activity Show all Assignment of benefits Benefit repayment Canada Revenue Agency set-off Cancelled payment Cancelling, voiding, terminating or withdrawing a claim Change of address Claimant’s report Communication Direct deposit DQ003 — DARS Interface Transaction Errors Duplicate payment Enquiries Error correction Family supplement IPOC EDS reports and manual actions Itemized statement of benefits paid MM06 — Incorrect, incomplete or invalid MPS Overpayments Payment replacement Purge and recreate Rejected transaction records Returned payment advice notice SIN change T4E request Tax errors and warnings Transfers Work-Sharing Submit Reset",filtered_artifact,high,0,,,filter_ui_artifact,,Activity_stop; Aggregate; Aiming; Arriving; Becoming_aware; Behind_the_scenes; Being_obligated; Biological_classification; Cause_change; Cause_motion; Cause_to_perceive; Change_tool; Claim_ownership; Commerce_pay; Commercial_transaction; Communication; Completeness; Condition_symptom_relation; Conferring_benefit; Correctness; Cotheme; Duplication; Earnings_and_losses; Emitting; Emptying; Evidence; Exchange; Exchange_currency; Excreting; Finish_competition; Firing; Giving_in; Intentionally_act; Killing; Kinship; Misdeed; Obviousness; Organization; Placing; Predicting; Quantified_mass; Reasoning; Recording; Records; Referring_by_name; Removing; Repayment; Replacing; Reporting; Request; Resolve_problem; Respond_to_proposal; Resurrection; Scrutiny; Social_event; Speak_on_topic; Statement; Submitting_documents; Take_place_of; Text; Topic; Transfer; Undergo_change; Warning; Withdraw_from_participation,65,Activity_stop; Aggregate; Aiming; Arriving; Becoming_aware; Behind_the_scenes; Being_obligated; Biological_classification; Cause_change; Cause_motion; Cause_to_perceive; Change_tool; Claim_ownership; Commerce_pay; Commercial_transaction; Communication; Completeness; Condition_symptom_relation; Conferring_benefit; Correctness; Cotheme; Duplication; Earnings_and_losses; Emitting; Emptying; Evidence; Exchange; Exchange_currency; Excreting; Finish_competition; Firing; Giving_in; Intentionally_act; Killing; Kinship; Misdeed; Obviousness; Organization; Placing; Predicting; Quantified_mass; Reasoning; Recording; Records; Referring_by_name; Removing; Repayment; Replacing; Reporting; Request; Resolve_problem; Respond_to_proposal; Resurrection; Scrutiny; Social_event; Speak_on_topic; Statement; Submitting_documents; Take_place_of; Text; Topic; Transfer; Undergo_change; Warning; Withdraw_from_participation,2,1,procedure/generic/wl_mgmt_ipoc.json
"“ When you have provided the first 2 digits of your access code, you can ask me to provide up to 2 pieces of your information (e.g. name of employer, email address or year of birth) that we have on file in order to confirm that I am an officer calling from Service Canada — Employment Insurance.”",canonical_frame,medium,3,Evidence; Giving; Request,,fallback_Request; fallback_Evidence; fallback_Giving,Being_employed; Resolve_problem; Submitting_documents,,65,Adducing; Affirm_or_deny; Appellations; Appointing; Arranging; Artistic_style; Attention_getting; Bail_decision; Being_employed; Being_named; Biological_classification; Calendric_unit; Chaos; Claim_ownership; Communication_means; Contacting; Degree; Deserving; Employing; Evidence; Fame; First_experience; Giving_birth; Grooming; Have_associated; Having_or_lacking_access; Inclusion; Indicating; Information; Ingest_substance; Ingestion; Kinship; Labeling; Law; Leadership; Measure_duration; Name_conferral; Ordinal_numbers; Organization; Part_piece; People_by_vocation; Placing; Possession; Public_services; Questioning; Rank; Referring_by_name; Removing; Request; Request_entity; Resolve_problem; Rite; Self_motion; Sentencing; Sequence; Sex; Simple_naming; Speak_on_topic; Statement; Submitting_documents; Supply; Topic; Unemployment_rate; Using; Verification,1,1,procedure/generic/validating_cict.json
"If the issue does not meet escalation criteria, a triage team officer will contact the client within 2 business days to advise of how long it will take to complete the required actions.",canonical_frame,high,2,Communication; Meet_specifications,,meet_standard_not_social_meeting; fallback_Communication,Activity_finish; Giving; Have_as_requirement; Imposing_obligation,Assemble; Come_together; Make_acquaintance; Meet_with_response; Response,64,Activity_finish; Aggregate; Appellations; Assemble; Attempt_suasion; Attention_getting; Being_necessary; Bringing; Businesses; Calendric_unit; Capacity; Change_position_on_a_scale; Come_together; Commerce_buy; Communication; Completeness; Conquering; Contacting; Create_physical_artwork; Creating; Desiring; Dimension; Documents; Duration_description; Emanating; Giving; Have_as_requirement; Imposing_obligation; Ingest_substance; Intentionally_act; Intentionally_affect; Interior_profile_relation; Leadership; Likelihood; Location_in_time; Locative_relation; Make_acquaintance; Means; Measurable_attributes; Measure_duration; Meet_specifications; Meet_with_response; Needing; Negation; Opinion; People_by_vocation; Point_of_dispute; Process_completed_state; Removing; Response; Ride_vehicle; Sex; Spatial_contact; Supply; Taking; Taking_time; Team; Telling; Temporal_collocation; Text; Thriving; Timespan; Touring; Within_distance,1,1,procedure/generic/ipoc_claim_enquiries_and_escalations_pilot_project_instruction.json
