dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT all_notes FR,dita_document:7cc06ed57bb1875aa08c,KA-01176_note_0004.dita,document,no,no,"Note Remarque : Pour modifier tout résultat du scénario de simulation, cliquez sur Modifier pour retourner à l’écran du calculateur du taux des prestations SV/SRG/ALC/ALCS. Les scénarios soumis précédemment peuvent être modifiés ou supprimés et de nouveaux scénarios de simulation peuvent être ajoutés."
KMT all_notes FR,dita_document:13a752a411a9dd606d9e,KA-05128_note_0007.dita,document,no,no,"Note Remarque : Pour les prestations de pension de retraite et d'ancien combattant, ne fournissez que les cotisations au RPC versées après avoir atteint l'âge de 20 ans."
KMT all_notes FR,dita_document:d2757bbebcaf7bd3f542,KA-01070_note_0002.dita,document,no,no,"Note Remarque : Pour la SV, vous ne devez pas modifier le champ Moyen à privilégier pour la correspondance liée aux feuillets de renseignements fiscaux dans Cúram. Les clients doivent utiliser le Portail client, à partir de MDSC, s’ils souhaitent modifier le mode d’envoi qu’ils préfèrent pour recevoir leurs feuillets de renseignements fiscaux."
KMT all_notes FR,dita_document:3b24c44584964fc56c9a,KA-01737_note_0023.dita,document,yes,yes,Note Remarque : Cette étape doit être effectuée chaque fois qu'une preuve est modifiée ou ajoutée. Elle permet de s'assurer que la preuve est exacte et de déterminer si un examen plus approfondi est nécessaire si vous obtenez des résultats inattendus. Cette étape fournit un aperçu de la période d'admissibilité du demandeur et de la détermination des montants auxquels il a droit.
KMT all_notes FR,dita_document:1940aefe131a3431fa7d,KA-04494_note_0002.dita,document,no,no,"Note Remarque : Si vous devez modifier une date d'entrée en vigueur pour une prestation traitée dans l'ancien système du RPC, vous recevrez peut-être le message La déclaration ne peut pas être vide . Le SERTI ne peut pas calculer ou substituer une valeur pour le bloc Déclaration. Vous devez compléter ce bloc pour ces sessions de saisie des données."
KMT all_notes FR,dita_document:d851b86569a11c81ed40,KA-05519_note_0005.dita,document,yes,yes,"Note Remarque : Si la date n'est pas connue, suivez les étapes de la section Ajouter une période de cotisation à l'étranger non structurée ci-dessous."
KMT all_notes FR,dita_document:13b0ddb8f9f491f1ac6f,KA-01783_note_0008.dita,document,yes,yes,"Note Rappel : S'il n'y a aucun versement de prestations du RRQ après le traitement de la demande, le dossier demeure dans votre région. Vous devez envoyer un courriel à l'Unité de traitement des comptes de cotisants aux deux régimes Modèle de courriel pour demander le changement du Bureau de contrôle (connaissances) à votre région, car cela est connu comme un faux compte de cotisant à deux régimes. Mettez à jour les notes du client dans le SERTI pour consigner les actions et les décisions que vo"
KMT all_notes FR,dita_document:79b372d132fe70f3366f,KA-04477_note_0002.dita,document,no,no,Note Remarque : Il n'est pas nécessaire que les années de résidence soient consécutives.
KMT all_notes FR,dita_document:5dd3ab0de04dd96271cb,KA-01045_note_0002.dita,document,no,no,Note Remarque : Vous ne devez pas saisir les renseignements relatifs à la personne contact dans le dossier client de chaque enfant.
KMT all_notes FR,dita_document:f24e68d551e7290b7636,KA-05072_note_0016.dita,document,no,no,Note Remarque : Non requis si un consentement valide est fourni dans la section 2 du formulaire Attestation médicale de maladie en phase terminale pour une demande de prestations d'invalidité en vertu du Régime de pensions du Canada (ISP-2530B).
KMT all_notes FR,dita_document:b1a755be3975b42f054b,KA-05064_note_0008.dita,document,no,no,Callout RET du RPC calculée au prorata : (631 $ × 6) ∕ 6 × 12 = 7 572 $
KMT all_notes FR,dita_document:b7385c4123f7983c9e4a,KA-01629_note_0004.dita,document,no,yes,"Note Remarque : Si Québec est choisi, vous pourriez avoir Compétence RRQ comme résultat après avoir soumis la simulation de saisie de donnée. Si la personne décédée vivait au Québec et qu'elle recevait une pension de RET du RPC, choisissez la province ou le territoire où la personne décédée vivait au moment de la demande de pension de RET si différent du Québec."
KMT all_notes FR,dita_document:fdc3af82c8d6fa73f066,KA-05593_note_0004.dita,document,no,no,Callout Exemple 4 DD en juillet 2025 PDPDI en avril 2024 Date d'attribution en septembre 2023 DDPDI avec partage des crédits en décembre 2022 DDPDI sans partage des crédits en décembre 2018 DDI établie en décembre 2022 DDI en avril 2024 Date d'entrée en vigueur (date de paiement) en août 2024 (rétroactivité maximale)
KMT all_notes FR,dita_document:a825e58242a266fa1404,KA-05113_note_0004.dita,document,yes,yes,"Note Remarque : Si vous fournissez une date protégée en fonction d'une demande de l'institution étrangère, la date est fournie dans la section 4.7."
KMT all_notes FR,dita_document:f0720990e6101b5d6002,KA-04364_note_0010.dita,document,no,no,Note Remarque : L’absence d’une personne de son travail puisque son emploi est saisonnier est un facteur socio-économique qui ne peut pas être pris en compte pour déterminer qu’elle est atteinte d’une invalidité grave et prolongée.
KMT all_notes FR,dita_document:9dec5cf371fe93bd831b,KA-03134_note_0014.dita,document,yes,yes,Note Remarque : Les en-têtes avec « :: » sont des titres pour l'agent et ne doivent pas être affichés sur la lettre.
KMT all_notes FR,dita_document:c1817774a97aa10ccf09,KA-03923_note_0003.dita,document,yes,yes,"Note Remarque : Avant d'adresser une demande de renseignements supplémentaires à un établissement d'enseignement ou à un organisme bénévole, envoyez une demande de renseignements pour obtenir des instructions supplémentaires auprès de la politique opérationnelle du PPIRPC. Passez à la section Demandes de renseignements ci-dessous. Demandes de renseignements Demandes de renseignements"
KMT all_notes FR,dita_document:e847c1ee654ed8320943,KA-04914_note_0010.dita,document,no,no,"Note Remarque : Si les OI n’ont pas validé la nouvelle date de naissance, informez le site régional que les renseignements n’ont pas été validés."
KMT all_notes FR,dita_document:d1d5b53e2d82d2895748,KA-05122_note_0007.dita,document,yes,yes,"Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la partie 4.9."
KMT all_notes FR,dita_document:35928142f925f56abd6b,KA-04747_note_0009.dita,document,no,no,"Callout RPC : (875,00 $ × 5) ∕ 5 × 12 = 10 500 $ FERR : (450,00 $ × 4) ∕ 5 × 12 = 4 320 $ Revenu de l’emploi (après l'application de l'exemptions des gains) = 0 $ Revenu total prévu : 14 820 $"
KMT all_notes FR,dita_document:632d343e964c58cd51d2,KA-05498_note_0006.dita,document,no,no,Note Remarque : La Date d'admission ne doit pas être postérieure à la date indiquée dans le champ Date de libération .
KMT all_notes FR,dita_document:0ccf8fe284e410be0176,KA-03499_note_0020.dita,document,no,no,"Callout Exemple : Date de décès : 15 mars 1996 MGAP pour 1996 : 35 400,00 $ RET -PCP au moment du décès : 364,68 $ La prestation de DEC est le montant le plus petit parmi les suivants : 6 fois la RET -PCP : 6 × 364,68 $ = 2 188,08 $; ou 10 % du MGAP pour l'année du décès : 10 % de 35 400,00 $ = 3 540,00 $."
KMT all_notes FR,dita_document:9a8b5f53355d7607a151,KA-01783_note_0005.dita,document,no,no,"Note IMPORTANT Remarque : Si un demandeur présente une demande de partage des crédits avec une autre demande de prestations du RPC, mais que vous ne pouvez pas traiter immédiatement la demande de partage des crédits (p. ex. si elle ne contient pas suffisamment de renseignements), n'attendez pas pour traiter l'autre demande de prestations du RPC, sauf si le partage des crédits est nécessaire pour respecter la période minimum d'admissibilité.Traitez la demande de partage des crédits lorsqu'elle es"
KMT all_notes FR,dita_document:4a17e1f0bad50e044888,KA-05219_note_0002.dita,document,yes,yes,"Note Remarque : Si vous ne connaissez pas la date de début réelle du NAS, vous pouvez saisir la date à laquelle le client a demandé la modification."
KMT all_notes FR,dita_document:9408185b9fb513323d5f,KA-01373_note_0001.dita,document,yes,yes,"Note Avertissement : Cette procédure a été modifiée pour la migration de la SV vers le SERTI. Pour les procédures avant la migration, consultez votre matériel d’orientation existant."
KMT all_notes FR,dita_document:c56871128284b583672b,KA-04659_note_0002.dita,document,no,no,"Note MISE À JOUR! Remarque : Si le paiement unique n'apparaît pas dans le SNP, ouvrez un billet auprès de l’InfoService National et demandez que le billet soit attribué au groupe de résolution de la SV / IA (NHQ-ISP-OAS-IA-DUTY-DESK.R3) si : le client avait droit à la SV, au SRG, à l'ALC ou à l'ALCS en juin 2020; et le client ne recevra pas de paiement rétroactif (consultez la section Droit rétroactif ci-dessous)."
KMT all_notes FR,dita_document:f506a48e0e5608e7dc69,KA-04964_note_0007.dita,document,yes,yes,"Note Remarque : Les régions utilisent les vues dans le SCTP pour capturer les nouveaux articles de travail. Les rapports de correspondance assurent que les documents à l’appui correspondent effectivement à la demande lors de leur réception. Le service de gestion des dossiers localise, demande ou crée le bon fichier client. Les dossiers des demandeurs sont clairement marqués, incluant la date de réception, avec la phrase « Demande de division des crédits de pension du RPC en ligne »."
KMT all_notes FR,dita_document:9edc2300c0e05d6bc703,KA-04620_note_0002.dita,document,no,no,Note MISE À JOUR ! Remarque : La limitation du versement des prestations aux personnes incarcérées ne s’applique pas et n’affecte pas les personnes incarcérées dans un établissement provincial.
KMT all_notes FR,dita_document:182339f7bd297d244167,KA-03162_note_0003.dita,document,yes,yes,"Note Remarque : S’il y a un plus-payé dans Cúram et dans le SMGP et qu’un recouvrement interprogrammes est nécessaire, ne terminez pas la tâche de compensation du passif avant que le recouvrement interprogrammes ne soit achevé."
KMT all_notes FR,dita_document:23698b4ad28ebc06531e,KA-01775_note_0012.dita,document,yes,yes,"Note Remarque : Si le compte est suspendu en raison d'une enquête sur l'intégrité, communiquez avec la Direction générale des services d'intégrité pour déterminer si la demande peut être traitée. Pour de plus amples renseignements, consultez Processus de renvoi pour des enquêtes administratives – SV (scénario) KA-05330 (article non disponible)."
KMT all_notes FR,dita_document:718c9d70368e0e092ef5,KA-05108_note_0004.dita,document,yes,yes,"Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date courante."
KMT all_notes FR,dita_document:3c920cdbf6a0f980b05a,KA-01247_note_0025.dita,document,no,no,"Note AVERTISSEMENT : La sauvegarde de données modifiées déclenche une réévaluation par le système. Assurez-vous d'examiner tous les avertissements et toutes les alertes qui s’affichent, ainsi que les résultats de la décision."
KMT all_notes FR,dita_document:5a5d0a63787713501e39,KA-05439_note_0001.dita,document,no,no,"Note Remarque : Les renseignements sur les revenus de pension étrangers sont recueillis à partir de la demande, ce qui entraîne la création automatique de la preuve de revenus de pension étrangers au moment de la présentation. Les Revenus déclarés manuellement ne sont pas automatiquement mis à jour. Les agents doivent vérifier et confirmer les renseignements présentés par le client, vérifier ces renseignements et mettre à jour les preuves appropriées avant d'autoriser une demande. Il peut être n"
KMT all_notes FR,dita_document:d5efa209f894f9248e5a,KA-01642_note_0001.dita,document,no,no,"Note Remarque : Pour de plus amples renseignements sur les conventions entre époux et les accords de cohabitation, consultez Partage des crédits du RPC (politique) Partage des crédits du RPC (politique)"
KMT all_notes FR,dita_document:5765502a22173441c21e,KA-05106_note_0003.dita,document,yes,yes,"Note Remarque : Si la demande de prestations étrangère grecque a été reçue avant la date de réception de la demande de prestations canadienne, il n'est pas nécessaire de fournir une date protégée."
KMT all_notes FR,dita_document:51c86c828c9c7ba0efae,KA-04494_note_0005.dita,document,no,yes,Note Remarque : Il en va de même pour les numéros de compte de la SV.
KMT all_notes FR,dita_document:06dcfe0c6ad95d0e8838,KA-01603_note_0001.dita,document,no,no,"Note Remarque : Si le demandeur indique sur la demande de prestation d'enfant survivant ou la Prestation d'enfant de cotisant invalide que l'enfant est un enfant naturel du cotisant, cette indication est acceptée comme preuve valable de la relation enfant-cotisant, à condition que la date de naissance de l'enfant soit confirmée dans le SERTI par le Registre de l'assurance sociale et qu'il n'y a pas de divergences. Lorsque vous ajoutez la corrélation dans le SERTI vous devez sélectionner Registre"
KMT all_notes FR,dita_document:eb7517f4ce6e2918f1cf,KA-05505_note_0022.dita,document,no,no,"Note Remarque : Si l’état de la correspondance est Soumise et que des mises à jour doivent être effectuées, vous devez annuler la correspondance. Passez à la section Rappeler la correspondance ci-dessous si nécessaire."
KMT all_notes FR,dita_document:602c8d941282733c3134,KA-01756_note_0012.dita,document,yes,yes,Note Remarque : Tous les dossiers de demandes devraient être traités par le même membre du personnel.
KMT all_notes FR,dita_document:63545ab6186c9c456dc2,KA-05475_note_0002.dita,document,no,no,"Note Remarque : Lorsqu'une demande d'annulation est soumise, Cúram calcule tout plus-payé en fonction du montant brut payé. Pour s'assurer que recouvrement soit exact, le code de raison de la radiation doit être appliqué dans Cúram pour que les montants soient ajustés en conséquence."
KMT all_notes FR,dita_document:9a276081225eb7774a6c,KA-01629_note_0003.dita,document,yes,yes,"Note Remarque : Si aucune date n'est saisie dans les champs Du ou Au , le SERTI utilise la date maximale."
KMT all_notes FR,dita_document:e963d7f9272ad7e7b382,KA-03109_note_0003.dita,document,yes,yes,Note IMPORTANT : le nombre de mois pour la PIAR a priorité sur le nombre de mois pour la RET . La somme du nombre de mois dans les cases 21 et 23 ne peut pas excéder 12 mois.
KMT all_notes FR,dita_document:2272908a5584c65c671a,KA-05199_note_0001.dita,document,no,no,"Note Remarque : Les feuillets de renseignements fiscaux doivent être émis au plus tard le 15 février 2024. Afin d'émettre une version originale, un duplicata ou un feuillet annulé d'un feuillet de renseignements fiscaux, concernant le paiement unique pour les aînés plus âgés, consultez la section Ce qu'il faut faire dans l'onglet Étapes du présent article."
KMT all_notes FR,dita_document:530ef0406b37a5e87e8b,KA-05325_note_0001.dita,document,no,no,"Note Solution de rechange : Si vous rencontrez des problèmes d'affichage dans GPS Cúram, veuillez vider le cache de votre navigateur Internet (Paramètres > Confidentialité, recherche et services > Effacer les données de navigation)."
KMT all_notes FR,dita_document:7eabe7450c3e68580899,KA-05143_note_0006.dita,document,yes,yes,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
KMT all_notes FR,dita_document:1bb27cefe5c00e2f65f6,KA-05011_note_0003.dita,document,yes,yes,"Callout 300,00 $ x 12 = 3 600,00 $"
KMT all_notes FR,dita_document:0392cdb6812d0b73de82,KA-05434_note_0001.dita,document,no,no,Note Remarque : Les clients non-résidents qui reçoivent des prestations de la SV doivent produire une Déclaration de revenus de la SV.
KMT all_notes FR,dita_document:30d0f85a1e51b40ed2a7,KA-05024_note_0015.dita,document,no,no,"Note Remarque : Si ce champ est vide, vous pouvez demander par téléphone à l'époux ou au conjoint de fait s'il a un NAS. S'il a saisi un NAS incorrect, vous devez demander au client de le corriger ou de présenter une preuve. S'il n'a pas de NAS, consultez Créer un client dans le SERTI (démarche) Créer un client dans le SERTI (démarche)"
KMT all_notes FR,dita_document:28a42b5b957cd7dbeed2,KA-05144_note_0003.dita,document,yes,yes,Note Remarque : N'envoyez pas l'ensemble du dossier d'INV. Joignez uniquement les documents émis par un établissement médical.
KMT all_notes FR,dita_document:49774f1d9586fb49d90b,KA-01882_note_0001.dita,document,no,no,"Note Avertissement : Si des gains provisoires sont ajoutés aux gains du client et que sa demande est refusée, l' APSC doit supprimer ces gains lors de la publication de la décision de refus."
KMT all_notes FR,dita_document:58452e3b3d74b077fbb0,KA-05527_note_0006.dita,document,no,no,"Note Remarque : Si un double est créé, l' État de l'envoi affichera Envoyé (duplicata) . Si un feuillet de renseignements fiscaux émis est annulé, l' État de l'envoi affichera Envoyé (annulé) ."
KMT all_notes FR,dita_document:95b9eabf3bb4f4b2ac85,KA-05228_note_0001.dita,document,no,no,"Note Remarque : La date de début du modèle de paiement ne peut pas correspondre à celle d'un autre modèle de paiement du PEP ou du Super PEP pour la même prestation. Si c'est le cas, le modèle de paiement du PEP ou du Super PEP précédent peut nécessiter une suppression avant de créer une nouvelle demande."
KMT all_notes FR,dita_document:8e278f67c252df4987ff,KA-05130_note_0008.dita,document,yes,yes,"Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date courante."
KMT all_notes FR,dita_document:1023629b66fb28ed5c8a,KA-03162_note_0013.dita,document,no,no,"Note Remarque : Si les renseignements demandés sont reçus plus tard, supprimez la suspension et mettez à jour Cúram au besoin pour traiter le renouvellement de la prestation fondée sur le revenu. Pour examiner les renseignements sur le revenu reçus par téléphone qui ont été supprimés précédemment, cliquez sur l’hyperlien de la preuve de Revenus saisis manuellement et cliquez sur l'icône à bascule à côté des renseignements sur le revenu pour en consulter les détails. Consultez : Suspension d’une "
KMT all_notes FR,dita_document:7f9b30e6b02ec5631156,KA-02367_note_0008.dita,document,yes,yes,"Note Remarque : Depuis l'année d'imposition 2015, les feuillets de renseignements fiscaux pour les prestations pour enfants -18 et +18 sont émis au nom de l'enfant, car les feuillets de renseignements fiscaux sont émis à l'intention du prestataire et non du destinataire."
KMT all_notes FR,dita_document:f4d06c8adadfb85a24a2,KA-04841_note_0011.dita,document,no,no,Callout 5 000 $ + 5 000 $ = 10 000 $
KMT all_notes FR,dita_document:be1163ee7c5b449f17ad,KA-05139_note_0026.dita,document,yes,yes,"Note Remarque : Si vous attendez seulement la confirmation des périodes de résidence pour transmettre la demande à la Pologne, envoyez la demande avec le formulaire de liaison rempli et ajoutez la note suivante à la partie 4.9 : « Les périodes de résidence au Canada sont en cours d'examen. L'information sera envoyée à votre bureau une fois confirmée ». Faites le suivi avec un nouveau formulaire de liaison une fois que vous aurez confirmé les périodes de résidence au Canada."
KMT all_notes FR,dita_document:38f9e06df4654f1276c0,KA-04790_note_0001.dita,document,no,no,"Note Avertissement : Si votre réévaluation manuelle donne lieu à un refus d' INV , vous devez continuer à verser la prestation au prestataire par paiement prioritaire manuel jusqu'à ce que l'enquête sur les gains soit terminée. Pour les utilisateurs du Super Procédé d'exception de programme, continuez les versements jusqu'à ce que l'enquête sur les gains soit terminée."
KMT all_notes FR,dita_document:31d251ca706a3b89244a,KA-04720_note_0004.dita,document,yes,yes,"Note Remarque : La demande de réexamen en ligne est estampillée en utilisant l'heure de l’Atlantique. Par exemple, si un client présente une demande en ligne à partir de la Colombie-Britannique (heure du Pacifique) le 20 janvier à 21 h 05, le serveur dans la région de l’Atlantique l’estampillera au 21 janvier à 1 h 05. Consultez Date de réception et protection de la date Date de réception et protection de la date"
KMT all_notes FR,dita_document:d1b3378bbf4b5e57f166,KA-01726_note_0006.dita,document,yes,yes,"Note Remarque : Si un demandeur ayant fait l’objet d’un examen en vertu de l’une des exceptions et circonstances susmentionnées a versé des cotisations dans un pays avec lequel le Canada a un Accord international sur la sécurité sociale en vigueur pour la même période, cette période ne peut être considérée comme une période de résidence réputée au Canada. Consultez Valider les périodes qui ne sont pas considérées comme des périodes de résidence au Canada (démarche) Valider les périodes qui ne so"
KMT all_notes FR,dita_document:30f80a2631d13cc9bd5c,KA-05527_note_0023.dita,document,no,no,"Note Remarque : Si vous devez créer un feuillet de renseignements fiscaux antérieur à 2023, vous devez le faire manuellement à l'aide des formulaires électroniques. Consultez Formulaires de Service Canada Lien externe et Formulaires de Service Canada Remplir les feuillets T4A et NR4 et les relevés de crédit (outil de travail) Formulaires de Service Canada Remplir les feuillets T4A et NR4 et les relevés de crédit (outil de travail)"
KMT all_notes FR,dita_document:dc08e13c1681a7afb2a3,KA-05550_note_0001.dita,document,yes,yes,"Note Remarque : Étant donné que les Canadiens ont jusqu'à la fin du mois d'avril de chaque année pour déclarer leurs gains de l'année précédente à l' ARC , les données relatives aux gains et cotisations sont reçues un peu plus tard (environ 4 à 6 mois après la période d'imposition de l'année précédente)."
KMT all_notes FR,dita_document:4d680161fc1b3e9719c1,KA-01412_note_0010.dita,document,no,no,"Note Remarque : Si d’autres revenus supplémentaires ont été reçus, complétez les champs tel qu’indiqué ci-dessus pour chaque genre de revenu."
KMT all_notes FR,dita_document:f3a446173d4083d793bd,KA-04411_note_0006.dita,document,no,no,Note Remarque : L’exception à cette règle serait lorsqu’une prestation d’invalidité antérieure a été annulée dans le cadre du RRQ et qu’une nouvelle demande de prestations d’invalidité est soumise au RPC.
KMT all_notes FR,dita_document:3908361bd7573f52b236,KA-01396_note_0013.dita,document,yes,yes,"Note Remarque : Si vous changez le code de région ou le BCON après avoir sélectionné la créance ou la retenue, seule la première rangée de la section Créances (débit) est mise à jour en conséquence. Vous devez sélectionner à nouveau la créance ou la retenue pour que le bureau du ministère client soit mis à jour."
KMT all_notes FR,dita_document:13f5072d682b56932829,KA-01954_note_0004.dita,document,yes,yes,"Note Remarque : Les accords avec la Chine, Israël et le Royaume-Uni ne contiennent pas de dispositions relatives aux prestations et ne peuvent donc pas aider une personne à remplir les conditions requises pour bénéficier d'une prestation. Ne transmettez pas aux OI les demandes de prestations de la SV, du RPC, de PPIRPC, les demandes de prestations étrangères ou les travaux de maintenance de compte quand le client a indiqué avoir vécu ou travaillé en Chine, en Israël ou au Royaume-Uni uniquement."
KMT all_notes FR,dita_document:5c0abeadd7331456cb43,KA-05428_note_0020.dita,document,yes,yes,Note Remarque : Le nombre total de mots saisis dans ce champ ne doit pas contenir plus de 40 caractères.
KMT all_notes FR,dita_document:85ab29e46791fbe28bc1,KA-01446_note_0004.dita,document,yes,yes,"Note Remarque : Si le client est sans abri, la personne qui complète le formulaire doit confirmer que le client réside au Canada en indiquant le nom de la communauté et de la province où réside le client."
KMT all_notes FR,dita_document:1a64149522a1c6cabf0f,KA-04863_note_0005.dita,document,no,no,"Note Remarque : Si l'activité professionnelle n'est pas claire ou s'il y a des renseignements contradictoires, une préparation du dossier a lieu."
KMT all_notes FR,dita_document:efde04130c02b5c01414,KA-01751_note_0017.dita,document,yes,yes,Note Remarque : Les paiements forfaitaires d'un FERR ne sont accordés que si le FERR est épuisé. Consultez la sectio n Paiements d’un fonds enregistré de revenu de retraite ci-dessus.
KMT all_notes FR,dita_document:256e5a6731975534f21a,KA-03160_note_0004.dita,document,yes,yes,Note Remarque : Certains champs affichés peuvent être préremplis selon que le formulaire a été envoyé au client ou que le demandeur a obtenu le formulaire à partir du site Web Canada.ca.
KMT all_notes FR,dita_document:bd0cdcda8137db2e8cf2,KA-04891_note_0004.dita,document,yes,yes,Note Remarque : La langue écrite du client doit être saisie dans le SERTI pour que l'information soit transférée au système de PSCD.
KMT all_notes FR,dita_document:620003306e0d1b317d50,KA-04720_note_0006.dita,document,yes,yes,Note Remarque : Un « bac » nouveau ou existant dans le SCTP peut être créé ou peut être utilisé dans les régions pour s'assurer que les membres du personnel chargé du traitement soient au courant que de nouvelles demandes de réexamen en ligne et que des pièces justificatives ont été reçues. La Gestion des dossiers repère ou demande les dossiers des clients et les fichiers connexes qui sont nécessaires. Les dossiers des clients doivent être clairement annotés en utilisant la mention « Réexamen en
KMT all_notes FR,dita_document:2c9892a5c066260da414,KA-05469_note_0004.dita,document,yes,yes,"Note Remarque : La Colombie-Britannique, l'Ontario et le Québec exigent l'ajout des numéros de compte du curateur public."
KMT all_notes FR,dita_document:e52ebd5e03ba37234624,KA-01621_note_0001.dita,document,yes,yes,"Note Remarque : Les paiements sont versés directement à un enfant -18 ans seulement dans des circonstances exceptionnelles. Pour de plus amples renseignements, passez à la section Ce qu'il faut vérifier dans l'onglet Étapes . Avant de verser directement les prestations pour enfants -18 ans à l'enfant, vous devez confirmer qu'il s'agit d'un « enfant vivant seul » (c.-à-d. un enfant qui n'habite pas avec un parent ou une autre personne responsable des soins ou un organisme qui exerce des responsab"
KMT all_notes FR,dita_document:0dafd952b579261d68c6,KA-04603_note_0010.dita,document,yes,yes,Note Remarque : L'état civil est un critère d'admissibilité et de droit à certaines prestations et tout changement doit faire l'objet d'un examen.
KMT all_notes FR,dita_document:e8aa2b4a1b2b8d94bc6c,KA-05594_note_0001.dita,document,no,no,"Note Remarque : Si les deux clients ont signé la demande T-UP du SRG, celle-ci peut être utilisée pour traiter le SRG de ces deux personnes. La période rétroactive pour chaque pensionné sera établie en fonction de la date de réception de la demande de SRG la plus tôt."
KMT all_notes FR,dita_document:85c337183cf227e4da18,KA-05131_note_0006.dita,document,yes,yes,"Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la section 4.8."
KMT all_notes FR,dita_document:918734409558035c91b5,KA-05238_note_0011.dita,document,no,no,Note Remarque : Le Numéro de référence de la pièce d’identité ne peut pas être modifié. Un message d’erreur apparaîtra si vous tentez de modifier ce champ.
KMT all_notes FR,dita_document:ce2f5a94f0390e2b88e1,KA-04903_note_0002.dita,document,yes,yes,"Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir pour le compte d’un client que : en personne; par courrier; ou par téléphone."
KMT all_notes FR,dita_document:e046ecb366729de437c7,KA-01462_note_0014.dita,document,yes,yes,Note Remarque : Les demandes dont le refus a été forcé ne peuvent pas être modifiées ou faire l’objet d’une réévaluation.
KMT all_notes FR,dita_document:93314d0569ede0fab286,KA-05134_note_0016.dita,document,yes,yes,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
KMT all_notes FR,dita_document:0c36a315bbce7d18ef71,KA-03292_note_0009.dita,document,no,no,Note Remarque : Les droits de réexamen ou d'appel sont joints à la demande de prestation et doivent être communiqués par écrit.
KMT all_notes FR,dita_document:7b16d224aab83a74ccc7,KA-04736_note_0019.dita,document,no,no,Note Remarque : Les documents sont stockés dans la Voûte chaque soir.
KMT all_notes FR,dita_document:ce5649d76099f38eed75,KA-05226_note_0002.dita,document,no,no,"Note Remarque : Si vous cliquez sur l’hyperlien de la Période de cotisation , la page Période de cotisation s’ouvre. Ce n’est pas la bonne mesure à prendre à cette étape. Vous devez cliquer sur l’icône « plus » ( + )."
KMT all_notes FR,dita_document:ec4c894b485fc1e78890,KA-05225_note_0011.dita,document,yes,yes,Note Remarque : Le nombre total de mots saisis dans ce champ ne doit pas contenir plus de 40 caractères.
KMT all_notes FR,dita_document:dba22f604e0ffe1fbf0f,KA-05243_note_0007.dita,document,yes,yes,Note Remarque : Toute correspondance affichera Correspondance sous Type
KMT all_notes FR,dita_document:73897ab35a2615fd6149,KA-01805_note_0004.dita,document,no,no,"Callout Exemple Un client a présenté un formulaire ISP-3026 pour 2023-2024. Lorsque les renseignements sur le revenu de 2022 sont reçus de l' ARC , le champ Période avant et après la faillite à la fenêtre Données de l' ARC sur les revenus dans Cúram affiche Oui et la case 2 indique un revenu de pension de retraite de 1 500 $. Une demande a été envoyée à l' ARC pour obtenir les montants des revenus avant et après la faillite. Selon l' ARC , le revenu avant la faillite est de 4 500 $ et le revenu "
KMT all_notes FR,dita_document:91f47bcffb8a488c51b6,KA-04477_note_0001.dita,document,no,no,"Note Remarque : Les personnes dont les paiements pourraient être limités en vertu des dispositions relatives à l'incarcération peuvent être choisies pour l'inscription automatique dans les catégories 1 et 2. Si elles sont admissibles, elles peuvent être approuvées pour la pension de la SV, cependant, leurs prestations seront suspendues et aucun paiement ne sera émis."
KMT all_notes FR,dita_document:531c68780fc5847d1aed,KA-01751_note_0012.dita,document,no,no,"Note Remarque : Si la personne reçoit une indemnité pour les victimes d’actes criminels de la CNESST, un 0 figurera à la Case 10 du feuillet T5007. Cette indemnité n’est pas considérée comme un revenu aux fins du SRG."
KMT all_notes FR,dita_document:2c07c433370c9179c5c9,KA-05072_note_0048.dita,document,yes,yes,"Note Remarque : Si le demandeur n'a pas indiqué sa langue de préférence, présumez qu'elle est celle qu'il a utilisée dans la demande."
KMT all_notes FR,dita_document:dbe8ddf78d6ef25160e2,KA-04346_note_0013.dita,document,no,no,Note Avertissement : Critères de sélection pour la procédure accélérée : Tous les cas de cancers du col de l'utérus récidivant de stade TNM 3 ou 4.
KMT all_notes FR,dita_document:5981510dbcd9ccfc5f54,KA-01410_note_0001.dita,document,no,no,Note Rappel : Examinez les résultats lorsque vous aurez effectué tous les ajustements au payable supplémentaire.
