item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status
602,930,dita_document:113457b0cf2dc364276e,dita_document:3f10a00034b10b01f12d,0.7413153052330017,0.9866578,independent,,,all_notes_en_cluster_00263,no,"The two passages discuss different forms and requirements related to the Canada Pension Plan and Old Age Security Act. Passage 1 focuses on the requirements for administering benefits by a Private Trustee or Agency, while Passage 2 discusses the combination of two specific forms related to the Child's Benefit Application. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1598,2051,dita_document:36c5c73d54a128ab38a7,dita_document:53fb8720239e521c8e7e,0.7413151264190674,0.70950735,independent,,all_notes_en_cluster_00366,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1831,2955,dita_document:aad4829eacf6e17128b3,dita_document:5b413a6de70de22a09e2,0.7412799000740051,0.99579257,independent,,,all_notes_en_cluster_00090,no,"The two passages discuss different scenarios related to the ALWS benefit application process. Passage 1 focuses on the requirement for evidence of a deceased spouse or common-law partner, while Passage 2 addresses the situation of applicants living apart from their spouse or common-law partner. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4605,dita_document:124bf434d5e5dad851db,dita_document:a5cb4057d849440b9bdc,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse's (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking it to another account. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4606,dita_document:124bf434d5e5dad851db,dita_document:225bd180fb765a786b47,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4607,dita_document:124bf434d5e5dad851db,dita_document:d1311442d96a0c2a2a24,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4608,dita_document:124bf434d5e5dad851db,dita_document:51611694b6aad67a3d36,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse's (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4612,dita_document:124bf434d5e5dad851db,dita_document:191d2d2794816b1e7696,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse's (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking it to another account. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4613,dita_document:124bf434d5e5dad851db,dita_document:dd01bb09369e7397fca1,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse's (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2991,4614,dita_document:124bf434d5e5dad851db,dita_document:e38094e5e928301455e3,0.7412226796150208,0.98102784,independent,,all_notes_en_cluster_00148,all_notes_en_cluster_00197,no,"The two passages discuss different aspects of managing Non-Pensioner Spouse's (NPS) accounts. Passage 1 focuses on the process of creating an NPS account and the implications of linking it to a pensioner's account, while Passage 2 addresses the requirement to cancel an existing NPS account before linking. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2885,3307,dita_document:fc2b09aef491eba14621,dita_document:d0dc6a71ff78df444326,0.7412176728248596,0.9768645,independent,,,,no,"The two passages provide different examples of financial calculations related to pensions. Passage 1 presents a general formula for estimating income from a private pension, while Passage 2 gives a specific scenario involving a client and their pension payments. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3065,3302,dita_document:9ddb2993b40867aa0133,dita_document:13b9507d2a28765cb760,0.7412025332450867,0.99886674,independent,,,,no,"The two passages present different calculations related to the term 'Callout' without overlapping information or conflicting claims. Passage 1 uses a formula involving variables, while Passage 2 provides a specific numerical calculation.",True,llm_borderline,reviewed
1160,1161,dita_document:17e75d2bbc6a3d7950a1,dita_document:3334efa83eea6c62dc45,0.7411949634552002,0.99140096,independent,,all_notes_en_cluster_00191,,no,"The two passages discuss different calculations related to the 'Callout' article. Passage 1 focuses on a weekly proration formula for benefits, while Passage 2 outlines a maximum annual income calculation based on the weekly benefit rate. They are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
2891,3466,dita_document:be858558c0057341d5ff,dita_document:6157b64f00c852a715e6,0.7411777377128601,0.88464063,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
3687,5135,dita_document:b9de42307ad7f2629f4e,dita_document:561a7e399d531ceacc9a,0.7411609292030334,0.94880277,independent,,all_notes_en_cluster_00733,all_notes_en_cluster_00493,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2906,3327,dita_document:f1c1720769a6fd668efb,dita_document:970772bee06cbaa111db,0.7411543130874634,0.9973355,independent,,,,no,"The two passages discuss different scenarios involving the processing of the Statement of Estimated Income after Retirement or Reduction in Pension Income forms. Passage 1 focuses on a case from 2021 with a GIS effective date in November 2021, while Passage 2 describes a case from 2018 with a different timeline and requirements. There is no duplication or contradiction between the two passages, as they address separate instances and details.",True,llm_borderline,reviewed
2746,5681,dita_document:94bbb531df85504e7f69,dita_document:e85ec7cc0da616eb375d,0.7411192059516907,0.9803854,independent,,,all_notes_en_cluster_00238,no,"The two passages discuss different aspects of applications related to ISP codes. Passage 1 mentions the replacement of ISP3018 and ISP3019 with ISP3025, while Passage 2 specifies conditions under which a field appears for certain applications, including ISP3025. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2746,5682,dita_document:94bbb531df85504e7f69,dita_document:b66fdd43c43ab9c026ce,0.7411192059516907,0.9803854,independent,,,all_notes_en_cluster_00238,no,"The two passages discuss different aspects of applications related to ISP codes. Passage 1 mentions the replacement of ISP3018 and ISP3019 with ISP3025, while Passage 2 specifies conditions under which certain fields appear for different ISP applications. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2896,3318,dita_document:c83b19783313944a8f62,dita_document:c72d143095035a46eb27,0.7410620450973511,0.98008925,independent,,,,no,"The two passages discuss different scenarios related to retirement benefits and calculations. Passage 1 focuses on the OAS pension and GIS effective dates based on a client's retirement date, while Passage 2 deals with irregular RRIF payments and their calculation. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1045,2995,dita_document:8fa1941adc4d318afd58,dita_document:c8079016b36d3cbd7bc8,0.7410516738891602,0.99866664,independent,,all_notes_en_cluster_00533,all_notes_en_cluster_00090,no,"Both passages discuss situations where individuals are living apart from their spouses or common-law partners for reasons beyond their control, but they provide different instructions and contexts for processing applications. Passage 1 refers to a scenario for processing work items, while Passage 2 instructs on sending a specific form and continuing application processing without waiting for that form. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2490,3358,dita_document:872a8cdb35dbbba28d89,dita_document:a0497f96744cb48b3274,0.7410420179367065,0.8938026,independent,,all_notes_en_cluster_00628,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
5120,5131,dita_document:e31e3650670a465ebbc0,dita_document:746430e17fc69a387235,0.7410243153572083,0.9824371,independent,,,,no,"The two passages discuss eligibility criteria and application receipt dates but focus on different aspects. Passage 1 outlines the general timeframe for eligibility criteria, while Passage 2 provides a specific instruction regarding the use of a particular date in relation to the application receipt date. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
475,476,dita_document:e6b5c5c733ffabe08ff4,dita_document:ba8aefce3be8e13142c6,0.7410152554512024,0.9988859,independent,,all_notes_en_cluster_00683,,no,"The two passages discuss different aspects of modifying the FVTW (Future Value to Withhold). Passage 1 focuses on the process of modifying the current FVTW and the implications of setting the Start Date and Withhold Rate, while Passage 2 explains the status changes that occur when modifying the FVTW for the current or future accounting months. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2410,5575,dita_document:adb58441f4d36a56c13c,dita_document:77a09af6b0c82bcfe0f6,0.7410136461257935,0.9733726,independent,,,,no,"The two passages discuss different aspects of trustees and payment processes. Passage 1 focuses on addressing the manual SOC to a public or court-appointed trustee, while Passage 2 mentions the need to add third-party bulk payees, including public and private trustees, as default payment nominees. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
204,5331,dita_document:8a97750df4d5cb31b780,dita_document:170ffaeead9cf09a2492,0.7410048246383667,0.9703207,independent,,,,no,"The two passages discuss different procedures related to client eligibility and registration, with no overlapping information or conflicting claims.",True,llm_borderline,reviewed
4509,4510,dita_document:1490e8d36b51ea6ab065,dita_document:fd91d262bc67c23cbe04,0.7409909963607788,0.99961656,independent,,,,no,"The two passages refer to different programs (CRDI and DDI) that do not assist individuals in meeting the minimum qualifying period requirement for benefits. They are related in topic but discuss different subjects, making them independent.",True,llm_borderline,reviewed
1639,1708,dita_document:cff08ae26790fa9ca470,dita_document:c699800984601fcbafbe,0.7409850358963013,0.06862621,independent,,,all_notes_en_cluster_00358,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
3671,5700,dita_document:d01ac54285ed7a443981,dita_document:58df3fcda0faa42bffce,0.7409706115722656,0.9974422,independent,,,,no,"The two passages discuss different aspects of the OAS pension and GIS application processes. Passage 1 focuses on the validation of the OAS pension application before processing the GIS application, while Passage 2 addresses the requirement of both applications and refers to automatic enrollment. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2650,5705,dita_document:bae8740908ca0a6cd955,dita_document:74ce6280094371d246d9,0.7409694194793701,0.9990609,independent,,,,no,"The two passages discuss different tools (NEXO and BERT) for submitting enquiries related to operational questions and benefits, respectively. They do not duplicate information or contradict each other, as they pertain to different processes and contexts.",True,llm_borderline,reviewed
2365,3202,dita_document:1b68a390d869873523f0,dita_document:71ab18e7ab6165fe5469,0.7409590482711792,0.84659666,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2887,3314,dita_document:d12444b1af5854eb1a80,dita_document:e513375287075f179d2e,0.7408639192581177,0.99422866,independent,,,,no,"Both passages discuss calculations related to pensions, but they present different scenarios and figures without overlapping information or conflicting claims.",True,llm_borderline,reviewed
3715,4672,dita_document:852041879359c91d3421,dita_document:ccae6c16d7e0ba9b5ccd,0.7408536076545715,0.6113135,independent,,all_notes_en_cluster_00637,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1154,2904,dita_document:efde04130c02b5c01414,dita_document:bd74fb208232957d33aa,0.7408437132835388,0.99470496,conflicting information,all_notes_en_cluster_00737,all_notes_en_cluster_00737,all_notes_en_cluster_00737,yes,"Both passages discuss lump sum payments from a RRIF, but they present conflicting information regarding the conditions under which these payments are granted or considered optionable. Passage 1 states that lump sum payments are only granted if the fund is depleted, while Passage 2 indicates that a lump sum withdrawal is not optionable unless it depletes the RRIF, suggesting a difference in interpretation of the conditions for these payments.",True,llm_borderline,reviewed
3720,4672,dita_document:9ec5fde6502027801c0b,dita_document:ccae6c16d7e0ba9b5ccd,0.7408221960067749,0.59549725,independent,,all_notes_en_cluster_00637,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1664,1832,dita_document:45c90bef568331dd5398,dita_document:5f5c036da162d3595d3d,0.7408220767974854,0.8869696,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1136,4611,dita_document:b4e7960e851c65330965,dita_document:d5987b164b2f0bbab715,0.740807056427002,0.9990848,independent,,all_notes_en_cluster_00550,all_notes_en_cluster_00760,no,"The two passages discuss different clients opting out of different automatic enrolment processes (GIS and OAS) and provide distinct details about the actions taken. While both mention cancellation of enrolments, they refer to separate instances and processes, making them independent of each other.",True,llm_borderline,reviewed
1637,1942,dita_document:46ed20f67bd77ea20c94,dita_document:ecb00f63fff567ccc683,0.7407374382019043,0.9991362,conflicting information,,all_notes_en_cluster_00433,,no,"Passage 1 states that RBRS cease decisions of Regained Capacity and Non-Compliance are not eligible for an AR without evidence of the beneficiary returning to work, while Passage 2 instructs not to include the paragraph for Automatic Reinstatement for these same RBRS benefit cease decisions. This indicates a conflict regarding the treatment of these decisions in relation to Automatic Reinstatement.",True,llm_borderline,reviewed
865,3476,dita_document:23e9106c7d45cb2b4a20,dita_document:4a548ef1bc63a7c40cf4,0.740714430809021,0.9899131,independent,,all_notes_en_cluster_00263,,no,"The two passages discuss different forms related to the Canada Pension Plan, with Passage 1 focusing on the ISP-1402 form and its relation to the ISP-1400 and ISP-1401 forms, while Passage 2 addresses the differences between the ISP-1151 and ISP-2530A forms. There is no duplication or contradiction between the two passages, as they pertain to different aspects of the Canada Pension Plan.",True,llm_borderline,reviewed
825,1051,dita_document:14670da46085ef91f2d8,dita_document:36683851c7681079b070,0.7407131195068359,0.928314,independent,,all_notes_en_cluster_00163,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
5302,5343,dita_document:7fc9c4807de12bec737e,dita_document:b73ef8502e4b3cda5de1,0.7407116293907166,0.99773204,independent,,,,no,"The two passages discuss different aspects of setting an end date related to a month. Passage 1 states that an override must end on the last day of the month, while Passage 2 explains that the system will automatically set the end date to the last day of the selected month. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3008,3189,dita_document:264c8353cfb3b693304b,dita_document:f1c914e0a8ba394e4681,0.7407108545303345,0.99750954,independent,,,,no,"The two passages discuss different applications related to the CPP (Canada Pension Plan) and provide instructions for processing them. Passage 1 focuses on the Survivor's Pension and Child(ren's) Benefits application, while Passage 2 addresses the Pension Sharing application. There is no duplication or contradiction between the two passages, as they pertain to different processes.",True,llm_borderline,reviewed
2049,4826,dita_document:33c3a7f12911979dcf90,dita_document:cbceb5262c1d8eb9c604,0.740696370601654,0.9013018,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
5081,5700,dita_document:32567d6322345b97da54,dita_document:58df3fcda0faa42bffce,0.7406131029129028,0.9794759,independent,,,,no,"The two passages discuss different aspects of the OAS pension and automatic enrolment process. Passage 1 focuses on the conditions under which the automatic enrolment option is set by Cúram for migrated data and clients, while Passage 2 provides instructions related to the application process for the OAS pension and Guaranteed Income Supplement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
4434,5434,dita_document:a69c99a1a018d8657749,dita_document:f50e902b5f0c8ec0c452,0.7405025959014893,0.9941928,independent,,all_notes_en_cluster_00154,all_notes_en_cluster_00592,no,"The two passages discuss different aspects of the 'Note' article regarding templates. Passage 1 focuses on the dependency of the Template Sub-Category on the selected Template Category, while Passage 2 states that the Template Category and Template Sub-Category are not required if the Template ID/Name is known. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
4434,5441,dita_document:a69c99a1a018d8657749,dita_document:72e9a97988314f013c03,0.7405025959014893,0.9941928,independent,,all_notes_en_cluster_00154,all_notes_en_cluster_00592,no,"The two passages discuss different aspects of the template system. Passage 1 focuses on the dependency of the Template Sub-Category on the selected Template Category, while Passage 2 states that the Template Category and Template Sub-Category are not required if the Template ID/Name is known. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1172,4714,dita_document:b87d15f0d247c1d038fc,dita_document:4a35ab646c7c710e586c,0.7404983043670654,0.9750017,conflicting information,,all_notes_en_cluster_00624,all_notes_en_cluster_00020,no,"Passage 1 states that if 'No' is selected, the estimated income will not be used for entitlement calculation, while Passage 2 indicates that estimated income should be used when calculating or recalculating entitlement if the client is entitled to or being paid on an option. These statements present mutually incompatible claims regarding the use of estimated income in entitlement calculations.",True,llm_borderline,reviewed
1045,3679,dita_document:8fa1941adc4d318afd58,dita_document:7ddb05756a5a21682c6e,0.7404807209968567,0.99869585,independent,,all_notes_en_cluster_00533,all_notes_en_cluster_00090,no,"Both passages discuss situations where individuals are living apart from their spouses or common-law partners for reasons beyond their control, but they provide different instructions and contexts for processing applications. Passage 1 refers to a scenario for processing work items, while Passage 2 instructs on sending a specific form and continuing application processing without waiting for that form. The differences in actions and instructions indicate that they are independent of each other.",True,llm_borderline,reviewed
4842,5123,dita_document:dfa0ccdb6553f988b6a5,dita_document:eb4c7e878e918fae17d1,0.7404647469520569,0.9961594,independent,,,,no,"The two passages discuss different aspects of the OAS pension and GIS processes. Passage 1 focuses on the deemed date and the necessity to perform a process for each benefit type, while Passage 2 addresses the requirement to authorize the OAS pension and GIS separately when applied for together. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
941,2376,dita_document:f31d46c5a540aaba598d,dita_document:1115cd8c500478ce8f6d,0.7404561042785645,0.7233533,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1080,1088,dita_document:5e2eb0b331053c3e0dae,dita_document:ba43ee319e3626051ab3,0.7404544949531555,0.9987826,independent,,,,no,"The two passages discuss different aspects of residence requirements for Canadian pensions. Passage 1 focuses on the 40 years of validated residence and the implications of absences, while Passage 2 outlines specific conditions under which absences can be accepted without further review. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3471,3472,dita_document:d0dab71e35cc035f3cd5,dita_document:7b09a43d232f10cb7687,0.7404515743255615,0.999246,conflicting information,,,,no,"Both passages provide calculations related to Callout CPP RTR, but they yield different total amounts ($7,488.00 in Passage 1 and $7,692.00 in Passage 2). Additionally, Passage 2 includes a deduction for repayment of EI benefits, which is not mentioned in Passage 1, leading to mutually incompatible claims regarding the total amounts.",True,llm_borderline,reviewed
3700,4013,dita_document:a81f40434ea8a59b626e,dita_document:95b705a97c1e338823ff,0.7404510378837585,0.99105,independent,,all_notes_en_cluster_00306,all_notes_en_cluster_00666,no,"The two passages discuss different conditions under which a protective date is required for benefit applications. Passage 1 refers to a timeline related to Canadian benefit receipt, while Passage 2 addresses a situation involving the date of death. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3701,4013,dita_document:ad61ffb76745c2f8311d,dita_document:95b705a97c1e338823ff,0.7404510378837585,0.99105,independent,,all_notes_en_cluster_00306,all_notes_en_cluster_00666,no,"The two passages discuss different conditions under which a protective date is required for benefit applications. Passage 1 focuses on the timing of the interim or foreign benefit application in relation to the Canadian benefit receipt date, while Passage 2 addresses the timing of the foreign benefit application in relation to the date of death. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3702,4013,dita_document:2b9a4bbbe769bdad0c19,dita_document:95b705a97c1e338823ff,0.7404510378837585,0.99105,independent,,all_notes_en_cluster_00306,all_notes_en_cluster_00666,no,"The two passages discuss different conditions under which a protective date is required for benefit applications. Passage 1 focuses on the timing of the interim or foreign benefit application in relation to the Canadian benefit receipt date, while Passage 2 addresses the timing of the foreign benefit application in relation to the date of death. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3703,4013,dita_document:5f4426b453c7670809eb,dita_document:95b705a97c1e338823ff,0.7404510378837585,0.99105,independent,,all_notes_en_cluster_00306,all_notes_en_cluster_00666,no,"The two passages discuss different conditions under which a protective date is required for foreign benefit applications. Passage 1 refers to a timeline related to Canadian benefit receipt, while Passage 2 addresses a timeline related to the date of death. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3704,4013,dita_document:d8d94108a5fff2aba59c,dita_document:95b705a97c1e338823ff,0.7404510378837585,0.99105,conflicting information,,all_notes_en_cluster_00306,all_notes_en_cluster_00666,no,"Passage 1 states that a protective date does not need to be obtained if the interim or foreign benefit application was not submitted within 6 months of the corresponding Canadian benefit receipt date, while Passage 2 states that a protective date only needs to be obtained if the foreign benefit application was received more than one year after the date of death. These two passages present mutually incompatible claims regarding the conditions under which a protective date is required.",True,llm_borderline,reviewed
825,2595,dita_document:14670da46085ef91f2d8,dita_document:68b8c8f7be53337e9657,0.7404504418373108,0.98849666,independent,,all_notes_en_cluster_00163,,no,"The two passages discuss different aspects of benefits related to children of disabled contributors. Passage 1 focuses on the eligibility of a child under 18 for a Disabled Contributor's Child's Benefit, while Passage 2 addresses the automatic conversion of benefits for children aged 18 to 25 to a Surviving Child's benefit. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
4006,4012,dita_document:f76fb8c60925b6f8ba33,dita_document:226a595a4eda0a36bb36,0.740437924861908,0.99841905,independent,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,"The two passages discuss different subjects: one pertains to an applicant and the other to a deceased individual. Although they share similar wording and structure, they address distinct scenarios and do not contain overlapping information.",True,llm_borderline,reviewed
5263,5766,dita_document:5664d3d5a4ea59db6dd9,dita_document:2a125f13fad727d3ce7b,0.7404254078865051,0.9972626,independent,,,all_notes_en_cluster_00035,no,"The two passages discuss different years and processes related to tax slips. Passage 1 focuses on the unavailability of tax slips prior to 2023 and the procedure to request them, while Passage 2 addresses the handling of 2025 tax slips for OAS beneficiaries and the timeline for their delivery. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3435,3663,dita_document:b0758e451f084ae92e70,dita_document:036850f6dd7f79c11a75,0.7404192090034485,0.99900395,duplicate/semantic duplicate,all_notes_en_cluster_00034,all_notes_en_cluster_00034,all_notes_en_cluster_00034,yes,"Both passages provide warnings about reviewing applications and ensuring signatures are obtained, with similar instructions regarding contacting the applicant for missing information or documentation.",True,llm_borderline,reviewed
3374,3663,dita_document:4cadc67d9c9f6119aa01,dita_document:036850f6dd7f79c11a75,0.740418553352356,0.9993082,duplicate/semantic duplicate,all_notes_en_cluster_00034,all_notes_en_cluster_00034,all_notes_en_cluster_00034,yes,"Both passages provide similar warnings regarding the review process of an application, emphasizing the importance of screening the entire application and ensuring it is signed, while also mentioning the need to contact the applicant for additional information or documentation if necessary.",True,llm_borderline,reviewed
2388,5112,dita_document:b83bf897419d0deadd12,dita_document:db78b2a0c46af49f1f93,0.7403960227966309,0.99845713,independent,,,,no,"The two passages discuss different scenarios regarding the suspension of benefits. Passage 1 addresses the inability to use a suspension as a workaround for termination or cancellation, while Passage 2 informs the beneficiary about the potential suspension due to lack of response. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
1031,2728,dita_document:a078d4f156088e7309a6,dita_document:7f6b0e28a0552685784b,0.7403927445411682,0.7464088,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2683,3033,dita_document:e1864e86cd2f6e7b8130,dita_document:77c38cb86c780c316cb8,0.7403429746627808,0.9884814,independent,,,,no,"The two passages discuss different scenarios involving the processing of income statements and options related to GIS entitlements. Passage 1 focuses on a specific case involving Mr. Jones and the recalculation of his GIS entitlement based on estimated income for 2018, while Passage 2 describes a different case involving a Statement of Estimated Income for 2021 and the processing of options related to it. There is no duplication or contradiction between the two passages, as they pertain to different clients and timeframes.",True,llm_borderline,reviewed
174,1780,dita_document:b477141d4c8f6a99a0b5,dita_document:db72cd9fd1341f03ccaa,0.7403325438499451,0.99638915,independent,,,,no,"The two passages refer to different screens and contexts within a system. Passage 1 discusses the 'Modify Departmental Receivable Recovery Rate/Amount' screen, while Passage 2 refers to the 'Modify Cross Program Receivable Recovery Rate/Amount' screen. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1070,1073,dita_document:ef7edd07e3276670529f,dita_document:6a6a3e1bb21f248f019e,0.7403314113616943,0.99915254,independent,,,,no,"Both passages discuss the handling of information related to third parties, but they focus on different aspects and scenarios. Passage 1 emphasizes not releasing information if the third party is unauthorized, while Passage 2 highlights the need to verify the third party's authorization before communication and mentions documentation requirements. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2512,2519,dita_document:ab741a1d022d9cb28264,dita_document:ddc05136977608422837,0.7403284311294556,0.99969655,independent,,all_notes_en_cluster_00707,all_notes_en_cluster_00565,no,"The two passages discuss different scenarios regarding eligibility for benefits related to OAS pensions. Passage 1 refers to GIS eligibility without any mention of a spouse or common-law partner, while Passage 2 specifically addresses ALW accounts and their eligibility based on the spouse's OAS pension entitlement. Therefore, they are independent of each other.",True,llm_borderline,reviewed
2512,2522,dita_document:ab741a1d022d9cb28264,dita_document:698afef5c5d2c51b9b8a,0.7403284311294556,0.99969655,independent,,all_notes_en_cluster_00707,all_notes_en_cluster_00565,no,"The two passages discuss different scenarios regarding eligibility for benefits related to OAS pensions. Passage 1 refers to GIS eligibility without any mention of a spouse or common-law partner, while Passage 2 specifically addresses ALW accounts and their eligibility based on the spouse's OAS pension entitlement. Therefore, they are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
2513,2519,dita_document:eabdf1e74048026274f6,dita_document:ddc05136977608422837,0.7403284311294556,0.99969655,independent,,all_notes_en_cluster_00707,all_notes_en_cluster_00565,no,"The two passages discuss different scenarios regarding eligibility for benefits related to OAS pensions. Passage 1 refers to GIS eligibility without any mention of a spouse or common-law partner, while Passage 2 specifically addresses ALW accounts and their eligibility based on the spouse's OAS pension entitlement. Therefore, they are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
2513,2522,dita_document:eabdf1e74048026274f6,dita_document:698afef5c5d2c51b9b8a,0.7403284311294556,0.99969655,independent,,all_notes_en_cluster_00707,all_notes_en_cluster_00565,no,"The two passages discuss different scenarios regarding eligibility for benefits related to OAS pensions. Passage 1 refers to GIS eligibility without any mention of a spouse or common-law partner, while Passage 2 specifically addresses ALW accounts and their eligibility based on the spouse's OAS pension entitlement. Therefore, they are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
1990,2259,dita_document:5fb9bcee3ef986f06a8e,dita_document:63634f4056dcaa454e23,0.7402884364128113,0.9543382,independent,,all_notes_en_cluster_00529,,no,"The two passages discuss different aspects of the PRDB and DOO without overlapping information. Passage 1 focuses on the use of proration for establishing or extending LPDOO, while Passage 2 lists specific provisions that cannot be considered for PRDB under certain conditions. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1162,3390,dita_document:3eaf2c3bcf8afb31ecfd,dita_document:babaf962e7fdc5e84524,0.7402842044830322,0.9948041,independent,,all_notes_en_cluster_00399,,no,"The two passages discuss different aspects of employment income in relation to retirement. Passage 1 focuses on confirming the source of employment income received after retirement, while Passage 2 addresses the inclusion of employment income in the calculation of estimated income under specific circumstances. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
93,786,dita_document:d70363831cefb7211c41,dita_document:7657cdc1aeb2cf4bdd28,0.7402828335762024,0.9996224,conflicting information,,all_notes_en_cluster_00753,,no,"Both passages provide instructions for handling client requests to change payment information, but they contain conflicting details regarding the specific information required for verification. Passage 1 specifies asking for two pieces of information from a limited set, while Passage 2 includes a broader range of options and introduces additional conditions, such as asking for the mother's surname if certain criteria are not met. This creates a conflict in the procedural requirements outlined in each passage.",True,llm_borderline,reviewed
