dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT all_notes EN,dita_document:b03650af385d614fb8ae,all_notes_en_cluster_00715,yes,2,conbody,dita_document,KA-05422_note_0015.dita,Note,dita_common_node,,30,2441da2f506df2b7b6ab9601f0df45be786c2971,"Note Note: If there is more than one change to a benefit income type in the estimate year, those details can be added to the Estimated Income Data evidence later."
KMT all_notes EN,dita_document:c492136dbd20eae40d98,all_notes_en_cluster_00715,yes,2,conbody,dita_document,KA-05422_note_0016.dita,Note,dita_common_node,,29,f924c219cc46ee9aa3fe643cc61f3a68e41dbca1,"Note Note: If there is more than one change to an earnings income in the estimate year, those details can be added to the Estimated Income Data Evidence later."
KMT all_notes EN,dita_document:dc06f3075a45845c764d,,no,,conbody,dita_document,KA-05422_note_0017.dita,Note,dita_common_node,,21,01640376a573cf5520392bf296a5b8d54a6293f4,Note Note: Cúram will apply the earnings exemption as applicable to employment and self-employment income. Earnings Exemption (Knowledge) Earnings Exemption (Knowledge)
KMT all_notes EN,dita_document:542436b50f481c6455e2,,no,,conbody,dita_document,KA-05422_note_0018.dita,Note,dita_common_node,,46,4963042fd507a950f0dd4d401ea78f53a7da7007,"Note Note : If the client received any of the above income types in the estimate year after retirement, enter them in the wizard. This income can be excluded in the Estimated Income Data evidence later if it is not to be included in the estimate calculation."
KMT all_notes EN,dita_document:31dd565b974b41254ba4,,no,,conbody,dita_document,KA-05422_note_0019.dita,Note,dita_common_node,,49,aff8b4c0732cd139be1eeb6b744b95426cf84aef,"Note Note: If the client has Block 9 income in their base calendar year income, you must include it as other income. Cúram will not automatically apply this amount to the estimated income (e.g. RRSP income received in 2023 required to calculate a C4 option effective August 2024)."
KMT all_notes EN,dita_document:47ddab5994bc7ea3a9db,,no,,conbody,dita_document,KA-05422_note_0020.dita,Note,dita_common_node,,32,8cb1346d4bd0e2b960d3548fd945c90a1a478165,"Note Note: To update the Reconciled field that was not accessible when adding the Statement of Estimated Income evidence, select one of the following from the drop-down menu: Not Applicable Yes No"
KMT all_notes EN,dita_document:a5753435eeb629425b47,,no,,conbody,dita_document,KA-05422_note_0021.dita,Note,dita_common_node,,79,db2f0da3a1bfce8459c074848773ba78f5ffa170,"Note Note: A cessation is indicated if an event date is entered, and the Final Amount field is $0. A Pension record reduction is indicated if the Final Amount field is greater than $0 and less than the Initial Amount field. Employment and self-employment records are treated as retirement if either of these two conditions are met since retirement from one of multiple sources of income would still show a final amount that is less than the initial amount."
KMT all_notes EN,dita_document:dd46078e33c14889e7e2,,no,,conbody,dita_document,KA-05422_note_0022.dita,Note,dita_common_node,,27,105380cfcdea2c7bf4cbc101634f09de38d4bd75,Note Note: Click Save and New to add additional evidence. Each line of income used for the estimate of a given year requires additional estimated income evidence.
KMT all_notes EN,dita_document:836184b2fbeeac911329,all_notes_en_cluster_00412,yes,2,conbody,dita_document,KA-05424_note_0001.dita,Note,dita_common_node,,47,b5c8b7efad8182d715e2745dda5ddc28b26aa455,"Note Note: The Incarceration team does not have the required access to the International Agreements systems to perform necessary system actions (e.g. suspensions, calculating advantage, releasing payments). Therefore, the Incarceration team will communicate with the International Operations processing office to advise of the system actions required."
KMT all_notes EN,dita_document:4fd3c3ec5dc27b49bea0,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05424_note_0002.dita,Callout,dita_common_node,,16,f6ace750bf369817ccae5716764a5999d0e65b27,Callout Bill C-31 limiting payments has impacted this client’s account. Please forward any enquiries to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD.
KMT all_notes EN,dita_document:71a81d3d6ed6d4615cb4,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05424_note_0003.dita,Callout,dita_common_node,,21,8646d756e9e6584501419c36182545c56a42785b,"Callout Bill C-31 amendment made on applicant’s account for OAS/GIS, any enquiries related to OAS/GIS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD."
KMT all_notes EN,dita_document:4e9f8556ba0f7ad669b6,,no,,conbody,dita_document,KA-05424_note_0004.dita,Note,dita_common_node,,42,3e9c176a0aa7841c31493d92f4f528ea17b305fb,"Note Note: The dates provided by the Incarceration team have been confirmed with the Correctional Service of Canada report. If the dates provided by the applicant do not match, the dates provided by the Incarceration team must be used to determine entitlement."
KMT all_notes EN,dita_document:764c7541006451d68b01,,no,,conbody,dita_document,KA-05424_note_0005.dita,Callout,dita_common_node,,92,ec96dd3a4548f666fa066212f760cfdfcd1109c2,"Callout The Government of Canada now limits the payment of Old Age Security benefits to individuals who are incarcerated due to a sentence of imprisonment of two years or more in a federal penitentiary or for more than 90 days in a provincial correctional facility where an Information Sharing Agreement has been negotiated. Because you were incarcerated, you are not entitled to receive payment for the months of your incarceration, with the exception of the first month of incarceration and the month of release. Therefore, you cannot receive payment for <indicate period>."
KMT all_notes EN,dita_document:999d524eccff87325572,,no,,conbody,dita_document,KA-05424_note_0006.dita,Callout,dita_common_node,,59,24fbe9a00edd205975820d1e3e5626f57a39721b,"Callout Applicant indicates incarcerated on ISP-3550 application, (or advised by Incarceration team that applicant is incarcerated) NATS ISS 0628 sent to request details. OAS effective date Nov 2021 @ 40/40, account released and suspended in the same update. Account information forwarded to the Incarceration team in Timmins. The Incarceration team will send award letter and u/p if necessary."
KMT all_notes EN,dita_document:9a68266223a977fd68a9,,no,,conbody,dita_document,KA-05424_note_0007.dita,Callout,dita_common_node,,63,07b163e4ed18bfe3d4ddd70dc0b8be23fc357ba2,"Callout Applicant indicated spouse or common-law partner is incarcerated on ISP-3550 application, (or advised by Incarceration team that client is incarcerated) NATS ISS 0628 sent to request details. OAS effective date Nov 2023 @ 40/40, account released and suspended in the same update. Account information forwarded to the Incarceration team in Timmins. Incarceration team will send award letter and u/p if necessary."
KMT all_notes EN,dita_document:e3841dfa3de0af5c1ee2,,no,,conbody,dita_document,KA-05424_note_0008.dita,Callout,dita_common_node,,37,6bf7efef69699b30f584e8c12c93496f83c1afbd,"Callout OAS effective date May 2023, confirmed with Incarceration Team release date is January 2024, OAS u/p $XXXX for January 2024-March 2024, no entitlement for May 2023-December 2023 due to incarceration, NATS ISS 023 letter sent."
KMT all_notes EN,dita_document:24f9ab386e05283cb56b,,no,,conbody,dita_document,KA-05425_note_0001.dita,Note,dita_common_node,,59,c3cc3734965e2c9b514efc679dd770b772d90cb9,"Note Note: If an account has been suspended due to incarceration and it is subject to a garnishment order under the Family Orders and Agreements Enforcement Assistance Act or a set-off agreement with the CRA, the withhold or garnishment on the account will subsequently suspend. The Department must notify The Department of Justice or the CRA of the suspension."
KMT all_notes EN,dita_document:41dbbcf20b0c51f7a38e,all_notes_en_cluster_00412,yes,2,conbody,dita_document,KA-05425_note_0002.dita,Note,dita_common_node,,47,b5c8b7efad8182d715e2745dda5ddc28b26aa455,"Note Note: The Incarceration team does not have the required access to the International Agreements systems to perform necessary system actions (e.g. suspensions, calculating advantage, releasing payments). Therefore, the Incarceration team will communicate with the International Operations processing office to advise of the system actions required."
KMT all_notes EN,dita_document:39db0f5fb3f2b95a96cf,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0003.dita,Callout,dita_common_node,,16,f6ace750bf369817ccae5716764a5999d0e65b27,Callout Bill C-31 limiting payments has impacted this client’s account. Please forward any enquiries to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD
KMT all_notes EN,dita_document:cfac0910a4b6c665b197,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0004.dita,Callout,dita_common_node,,16,6e809f652a616372ed2f70c1bac67b53971b923d,Callout Bill C31 limiting payments has impacted this client’s account. Please forward any enquiries to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD
KMT all_notes EN,dita_document:0f64b077ef3fb6365dc1,all_notes_en_cluster_00132,yes,4,conbody,dita_document,KA-05425_note_0005.dita,Note,dita_common_node,,55,509fe21484d5789efcf30864a74ca5c463b6b343,"Note Warning: There must be an exact match in the individual’s name and date of birth before you take any action to suspend an account. If there is any doubt or there are multiple potential matches, do not suspend the benefits until you have confirmed that the account belongs to the individual on the report."
KMT all_notes EN,dita_document:4a35ab646c7c710e586c,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0006.dita,Note,dita_common_node,,27,dd0e5b665628c6f87f54b8bcbe5142a4102ff580,"Note Note: If the client is entitled to or being paid on an option, ensure the estimated income is used when calculating or recalculating entitlement, as applicable."
KMT all_notes EN,dita_document:aa275ce6340caadb1eba,all_notes_en_cluster_00589,yes,2,conbody,dita_document,KA-05425_note_0007.dita,Note,dita_common_node,,34,5105295a526b6fa68d48cbc6f23e72a303bacb11,Note Note: You must encode U C31T4A exactly as shown. Refer to Section 5—User Keys of the OAS Online System Users Manual External link . OAS Online System Users Manual OAS Online System Users Manual
KMT all_notes EN,dita_document:05e35c1534994e127d7c,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0008.dita,Callout,dita_common_node,,26,b6559454e0ae80c22bc4a1562ff61ace09640d53,"Callout Bill C31 amendment made on applicant's/client’s account for OAS/GIS/ALW/ALWS, any enquiries related to OAS/GIS/ALW/ALWS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD."
KMT all_notes EN,dita_document:beb59d54267f1f3c86e0,all_notes_en_cluster_00132,yes,4,conbody,dita_document,KA-05425_note_0009.dita,Note,dita_common_node,,55,509fe21484d5789efcf30864a74ca5c463b6b343,"Note Warning: There must be an exact match in the individual’s name and date of birth before you take any action to suspend an account. If there is any doubt or there are multiple potential matches, do not suspend the benefits until you have confirmed that the account belongs to the individual on the report."
KMT all_notes EN,dita_document:ab376e9cb97fba13453e,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0010.dita,Note,dita_common_node,,33,2761f8d80bd19a144956f2af8dbaee89db113860,"Note Note: If the client or their spouse or common-law partner are entitled to or being paid on an option, ensure the estimated income is used when calculating or recalculating entitlement, as applicable."
KMT all_notes EN,dita_document:728688c77f280f473ab3,all_notes_en_cluster_00589,yes,2,conbody,dita_document,KA-05425_note_0011.dita,Note,dita_common_node,,34,5105295a526b6fa68d48cbc6f23e72a303bacb11,Note Note: You must encode U C31T4A exactly as shown. Refer to Section 5—User Keys of the OAS Online System Users Manual External link . OAS Online System Users Manual OAS Online System Users Manual
KMT all_notes EN,dita_document:41f86b2af646911e2276,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0012.dita,Callout,dita_common_node,,21,3090f8917df6e511c72f8b9cfc2017c650a57bf6,"Callout Bill C31 amendment made on applicant's account for OAS/GIS, any enquiries related to OAS/GIS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:83d8101a6bd846742b27,all_notes_en_cluster_00302,yes,3,conbody,dita_document,KA-05425_note_0013.dita,Note,dita_common_node,,41,2eaaf37111a802834d1735d2dc2e5ac704d8ae6f,"Note Note: If an action is performed on one account, the spouse or common-law partner’s account must be reviewed to determine if an action is required on their account as well. Both accounts must be updated in the same system update ."
KMT all_notes EN,dita_document:ab1a80116a1d8d246843,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0014.dita,Note,dita_common_node,,33,2761f8d80bd19a144956f2af8dbaee89db113860,"Note Note: If the client or their spouse or common-law partner are entitled to or being paid on an option, ensure the estimated income is used when calculating or recalculating entitlement, as applicable."
KMT all_notes EN,dita_document:f29a3ecf06ca37ed9161,all_notes_en_cluster_00147,yes,3,conbody,dita_document,KA-05425_note_0015.dita,Note,dita_common_node,,36,1b25d12b657835df2c6247c5b6d63b548915e242,"Note Note: In the IA systems, if the payment is being issued manually through the system, encode a TR28 UPON to ensure that the payment is issued by the system even though the account is suspended."
KMT all_notes EN,dita_document:616b784cab8277e4dfea,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0016.dita,Callout,dita_common_node,,21,3090f8917df6e511c72f8b9cfc2017c650a57bf6,"Callout Bill C31 amendment made on applicant's account for OAS/GIS, any enquiries related to OAS/GIS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:366c1dfb681a820c8179,all_notes_en_cluster_00132,yes,4,conbody,dita_document,KA-05425_note_0017.dita,Note,dita_common_node,,55,509fe21484d5789efcf30864a74ca5c463b6b343,"Note Warning: There must be an exact match in the individual’s name and date of birth before you take any action to suspend an account. If there is any doubt or there are multiple potential matches, do not suspend the benefits until you have confirmed that the account belongs to the individual on the report."
KMT all_notes EN,dita_document:8975cbffb656c4a55129,all_notes_en_cluster_00132,yes,4,conbody,dita_document,KA-05425_note_0018.dita,Note,dita_common_node,,55,509fe21484d5789efcf30864a74ca5c463b6b343,"Note Warning: There must be an exact match in the individual’s name and date of birth before you take any action to suspend an account. If there is any doubt or there are multiple potential matches, do not suspend the benefits until you have confirmed that the account belongs to the individual on the report."
KMT all_notes EN,dita_document:35e352abbe05de88dc06,all_notes_en_cluster_00359,yes,3,conbody,dita_document,KA-05425_note_0019.dita,Note,dita_common_node,,15,30c977c163e3dbf62bafcc3b29b361be4287d458,Note Note: You must encode the following information exactly as shown: U C31PAYMENT U C31T4A
KMT all_notes EN,dita_document:01b85dd00d7632676e2d,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0020.dita,Note,dita_common_node,,33,2761f8d80bd19a144956f2af8dbaee89db113860,"Note Note: If the client or their spouse or common-law partner are entitled to or being paid on an option, ensure the estimated income is used when calculating or recalculating entitlement, as applicable."
KMT all_notes EN,dita_document:11d01cf66dacce86463e,all_notes_en_cluster_00147,yes,3,conbody,dita_document,KA-05425_note_0021.dita,Note,dita_common_node,,36,1b25d12b657835df2c6247c5b6d63b548915e242,"Note Note: In the IA systems, if the payment is being issued manually through the system, encode a TR28 UPON to ensure that the payment is issued by the system even though the account is suspended."
KMT all_notes EN,dita_document:f47b6244d52ee033c49c,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0022.dita,Callout,dita_common_node,,22,439bd1429e8baa2d46dc6c09f3ef9e1714d679db,"Callout Bill C31 amendment made on individual/beneficiary's account for OAS/GIS, any enquiries related to OAS/GIS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:2ac876e004b1fcedf6e4,all_notes_en_cluster_00302,yes,3,conbody,dita_document,KA-05425_note_0023.dita,Note,dita_common_node,,41,2eaaf37111a802834d1735d2dc2e5ac704d8ae6f,"Note Note: If an action is performed on one account, the spouse or common-law partner’s account must be reviewed to determine if an action is required on their account as well. Both accounts must be updated in the same system update ."
KMT all_notes EN,dita_document:966371117d0f2152e2c6,all_notes_en_cluster_00359,yes,3,conbody,dita_document,KA-05425_note_0024.dita,Note,dita_common_node,,15,30c977c163e3dbf62bafcc3b29b361be4287d458,Note Note: You must encode the following information exactly as shown: U C31PAYMENT U C31T4A
KMT all_notes EN,dita_document:5617b5bc549a6b44d79a,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0025.dita,Note,dita_common_node,,34,a83aa78c87fe1c4f3a3f657ce36804150f179a6a,"Note Note: If the client or their spouse or common-law partner are entitled to or are being paid on an option, ensure the estimated income is used when calculating or recalculating entitlement, as applicable."
KMT all_notes EN,dita_document:bd2239b4aba664a64fa3,all_notes_en_cluster_00359,yes,3,conbody,dita_document,KA-05425_note_0026.dita,Note,dita_common_node,,15,30c977c163e3dbf62bafcc3b29b361be4287d458,Note Note: You must encode the following information exactly as shown: U C31PAYMENT U C31T4A
KMT all_notes EN,dita_document:34caf02f674fc2179e07,all_notes_en_cluster_00147,yes,3,conbody,dita_document,KA-05425_note_0027.dita,Note,dita_common_node,,36,1b25d12b657835df2c6247c5b6d63b548915e242,"Note Note: In the IA systems, if the payment is being issued manually through the system, encode a TR28 UPON to ensure that the payment is issued by the system even though the account is suspended."
KMT all_notes EN,dita_document:4416418fb22bfe5d8bd9,all_notes_en_cluster_00050,yes,11,conbody,dita_document,KA-05425_note_0028.dita,Callout,dita_common_node,,22,439bd1429e8baa2d46dc6c09f3ef9e1714d679db,"Callout Bill C31 amendment made on individual/beneficiary's account for OAS/GIS, any enquiries related to OAS/GIS, please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:90d935034671d8e6b2ab,all_notes_en_cluster_00302,yes,3,conbody,dita_document,KA-05425_note_0029.dita,Note,dita_common_node,,41,2eaaf37111a802834d1735d2dc2e5ac704d8ae6f,"Note Note: If an action is performed on one account, the spouse or common-law partner’s account must be reviewed to determine if an action is required on their account as well. Both accounts must be updated in the same system update ."
KMT all_notes EN,dita_document:f7ad084b254007d1ef62,all_notes_en_cluster_00020,yes,6,conbody,dita_document,KA-05425_note_0030.dita,Note,dita_common_node,,24,66d5a4ba7ce46e126ffcae68a433c72a739c0a67,"Note Note: If an option has been approved for either member of the couple, ensure the estimated income is used to perform the calculations."
KMT all_notes EN,dita_document:fb71c3e4028b9f33c2e5,,no,,conbody,dita_document,KA-05425_note_0031.dita,Callout,dita_common_node,,20,c0e993ceb285cba0dbb2f43a09692ac898d7cd66,"Callout As per regional inquiry, confirmed incarceration start date Jan 2011, and release date January 2021. Advised regional processing office."
KMT all_notes EN,dita_document:f93731de31956f09f5d6,,no,,conbody,dita_document,KA-05425_note_0032.dita,Note,dita_common_node,,38,4ee50fc50bcfebf71732c7978c2e4d0a0cba3417,"Note Note: If a spouse or common-law partner’s benefits are affected by the client’s release from incarceration, you must immediately adjust the spouse or common-law partner’s income-tested benefit even if the incarcerated client has not provided written notification."
KMT all_notes EN,dita_document:d3d96e8f256b36745677,,no,,conbody,dita_document,KA-05425_note_0033.dita,Callout,dita_common_node,,42,33c3b1ba82641d5b5c9d6fb2768cd37081fc6f1c,"Callout Notification from client or CSC that sps or c/l partner was released in January 2021, confirmed with CSC report, m/s changed from m/s 4 to m/s 2 effective January 2021, NATS ISS 0307 (entitlement change letter) sent."
KMT all_notes EN,dita_document:e97469ec8f1d72d8804f,,no,,conbody,dita_document,KA-05425_note_0034.dita,Callout,dita_common_node,,42,00adad93fe62836630fdc301f6879db50460d32a,"Callout Notification from client or CSC that spouse or c/l partner was released in January 2023, confirmed with CSC report, m/s changed from m/s 4 to m/s 2 effective January 2023, NATS ISS 0307 (entitlement change letter) sent."
KMT all_notes EN,dita_document:1cfe672a317558b21b4c,,no,,conbody,dita_document,KA-05425_note_0035.dita,Callout,dita_common_node,,28,b58f0955cc4668ffa4029ba052a0aa11519f25aa,"Callout Individual selected for Auto-enrolment, account suspended due to Bill C31, NATS ISS 028 (award/suspend) letter sent. Any enquiries related to OAS/GIS; please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:86faa963115c304d5036,,no,,conbody,dita_document,KA-05425_note_0036.dita,Callout,dita_common_node,,24,6391852a5a471e00b3311426e09182dc6f08361c,"Callout Individual Opted-out of the Auto-enrolment process, account already cancelled, no further action required. Any enquiries related to Bill C31; please forward to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD"
KMT all_notes EN,dita_document:4023cc19f58a03078023,,no,,conbody,dita_document,KA-05425_note_0037.dita,Note,dita_common_node,,37,58e499c5be1f991d48fa67a7c6b7a199cbe52557,"Note Note: PA all correspondence to the Incarceration shelf. If the Incarceration team is processing a regional file, the correspondence will need to be returned to the appropriate regional office by completing the File Transfer (ISP-0507) form."
KMT all_notes EN,dita_document:8327acc705e1f20cfcbb,,no,,conbody,dita_document,KA-05426_note_0001.dita,Note,dita_common_node,,41,aa969e4c0b5b049052d9d8a6dfdeb1bd90569600,Note Note: It is possible that one reference number will produce more than one search result (e.g. a 9-digit SIN matches a 9-digit Cúram reference number). You must verify the client’s name before selecting an account from the search results.
KMT all_notes EN,dita_document:95407e839fa428db291d,all_notes_en_cluster_00287,yes,3,conbody,dita_document,KA-05426_note_0002.dita,Note,dita_common_node,,70,1ab62d9a14a4bfd2a9ee5b13b186a0b2b493fbca,"Note Note: If you search using any names with accents or special characters (e.g. hyphens, apostrophes, periods, and spaces), the search results will only display the regular letters without the accents or special characters in Cúram. If the correct spelling of the first and/or last names is unknown, you can place a % as a placeholder for unknown character (e.g. ""Smith"" can be ""%mith"", ""S%th"", and ""Smi%"")."
KMT all_notes EN,dita_document:a348a13cda441fb568e7,all_notes_en_cluster_00122,yes,13,conbody,dita_document,KA-05426_note_0003.dita,Note,dita_common_node,,10,96a6eefaecf0bf59d17fdf48b07507091fe45cfb,Note Note: Click Search immediately after entering a reference number.
KMT all_notes EN,dita_document:2a7095c8742419c7a4d6,all_notes_en_cluster_00122,yes,13,conbody,dita_document,KA-05426_note_0004.dita,Note,dita_common_node,,11,57783d11d61410036a6e1ba83b4ad1793fc68555,Note Note: Click Search immediately after entering a correspondence tracking number.
KMT all_notes EN,dita_document:00fd2976b6396c720c78,,no,,conbody,dita_document,KA-05426_note_0005.dita,Note,dita_common_node,,35,1d38888b0bec8f8bf6447753cb91e2d441fa29e4,"Note Note: If a search for a client in Cúram using their SIN is unsuccessful, you must also search using their first name, last name and date of birth to prevent creating a duplicate profile."
KMT all_notes EN,dita_document:21eaea76d61b564fffb0,all_notes_en_cluster_00025,yes,3,conbody,dita_document,KA-05426_note_0006.dita,Note,dita_common_node,,49,9355e978f595ffcd0fd97a03550a32075206b79a,"Note Note: You must enter the information in the First Name field, the Last Name field, or both fields, and include at least one of the following search criteria: Date of Birth Province , Territory , State or Region Country Postal or ZIP Code Country Code , Area Code and Phone Number"
KMT all_notes EN,dita_document:2680fb70e6d5bfc7bec4,all_notes_en_cluster_00278,yes,4,conbody,dita_document,KA-05426_note_0007.dita,Note,dita_common_node,,24,57d3193f77b91a57362ede649ffb78a8dc9ac7e4,Note Note: It is acceptable to fill out only one field between First Name and Last Name if an additional search criterion is used.
KMT all_notes EN,dita_document:697fa9a7a26d244b15cd,all_notes_en_cluster_00278,yes,4,conbody,dita_document,KA-05426_note_0008.dita,Note,dita_common_node,,24,57d3193f77b91a57362ede649ffb78a8dc9ac7e4,Note Note: It is acceptable to fill out only one field between First Name and Last Name if an additional search criterion is used.
KMT all_notes EN,dita_document:da342025be62f65d5f07,,no,,conbody,dita_document,KA-05426_note_0009.dita,Note,dita_common_node,,12,0d37c1af84c85fbc2f662e4df5e78324697b22fe,Note Note: The name of the province has to be spelled out.
KMT all_notes EN,dita_document:b4c562ce63f16742f15a,all_notes_en_cluster_00270,yes,6,conbody,dita_document,KA-05426_note_0010.dita,Note,dita_common_node,,66,19f0995e47acce58ef2b9e92cec38def56b9d292,"Note Note: If no existing record is found and the date of birth was used in the search, search again using the 15th day of the month of birth to determine if a record already exists before continuing with the registration. Client profiles that migrated from the IA system and OAS Online to Cúram have a defaulted date of birth of the 15th of the month."
KMT all_notes EN,dita_document:0ddc4d5b862871a0be23,all_notes_en_cluster_00122,yes,13,conbody,dita_document,KA-05427_note_0001.dita,Note,dita_common_node,,10,96a6eefaecf0bf59d17fdf48b07507091fe45cfb,Note Note: Click Search immediately after entering a reference number.
KMT all_notes EN,dita_document:58f3c3c7f90852000eb9,all_notes_en_cluster_00122,yes,13,conbody,dita_document,KA-05427_note_0002.dita,Note,dita_common_node,,11,57783d11d61410036a6e1ba83b4ad1793fc68555,Note Note: Click Search immediately after entering a correspondence tracking number.
KMT all_notes EN,dita_document:a183549665cbc4c7f957,all_notes_en_cluster_00025,yes,3,conbody,dita_document,KA-05427_note_0003.dita,Note,dita_common_node,,49,9355e978f595ffcd0fd97a03550a32075206b79a,"Note Note: You must enter the information in the First Name field, the Last Name field, or both fields, and include at least one of the following search criteria: Date of Birth Province, Territory, State, or Region Country; Postal or ZIP Code Country Code, Area Code, and Phone Number"
KMT all_notes EN,dita_document:49f6fcbc745e73250156,all_notes_en_cluster_00278,yes,4,conbody,dita_document,KA-05427_note_0004.dita,Note,dita_common_node,,24,57d3193f77b91a57362ede649ffb78a8dc9ac7e4,Note Note: It is acceptable to fill out only one field between First Name and Last Name if an additional search criterion is used.
KMT all_notes EN,dita_document:5b994f8a91be9fb60fa4,all_notes_en_cluster_00278,yes,4,conbody,dita_document,KA-05427_note_0005.dita,Note,dita_common_node,,24,57d3193f77b91a57362ede649ffb78a8dc9ac7e4,Note Note: It is acceptable to fill out only one field between First Name and Last Name if an additional search criterion is used.
KMT all_notes EN,dita_document:fbb669dc6749ab055e28,all_notes_en_cluster_00270,yes,6,conbody,dita_document,KA-05427_note_0006.dita,Note,dita_common_node,,66,19f0995e47acce58ef2b9e92cec38def56b9d292,"Note Note: If no existing record is found and the date of birth was used in the search, search again using the 15th day of the month of birth to determine if a record already exists before continuing with the registration. Client profiles that migrated from the IA system and OAS Online to Cúram have a defaulted date of birth of the 15th of the month."
KMT all_notes EN,dita_document:12a5bb7efb27fd8187b2,all_notes_en_cluster_00049,yes,11,conbody,dita_document,KA-05427_note_0007.dita,Note,dita_common_node,,12,c53e01fa9ff08dfc432bbba2c7b4efc4d254ecdd,"Note Note: Fields with a red asterisk ""*"" on the screen are mandatory."
KMT all_notes EN,dita_document:5ea45099b218db597d1c,all_notes_en_cluster_00522,yes,2,conbody,dita_document,KA-05427_note_0008.dita,Note,dita_common_node,,21,3051e0074b9275edab127b97e6a892bd1eba672d,"Note Note: If you enter the SIN, Cúram will send verification request to Social Insurance Register once the information is saved."
KMT all_notes EN,dita_document:204c1044d166f7755c46,all_notes_en_cluster_00242,yes,2,conbody,dita_document,KA-05427_note_0009.dita,Note,dita_common_node,,21,b552c588fdd3437026a6209dc379c4e3a9c57d3f,Note Note: Leave this field as it is if it is prefilled unless you need to correct the person's first name.
KMT all_notes EN,dita_document:8eacbf2f94a73d2ecb9f,all_notes_en_cluster_00296,yes,4,conbody,dita_document,KA-05427_note_0010.dita,Note,dita_common_node,,19,3d15334d813348f8df035c4e932bf52cdcbe3546,"Note Note: If the First Name contains a special character, Cúram will store the name without the special characters."
KMT all_notes EN,dita_document:f9ec5a0f6310f2933194,all_notes_en_cluster_00242,yes,2,conbody,dita_document,KA-05427_note_0011.dita,Note,dita_common_node,,21,97e0ef2866602bcdf4c34962346ebd6f8513ae95,Note Note: Leave this field as it is if it is prefilled unless you need to correct the person's last name.
KMT all_notes EN,dita_document:ee83f79ca5ae4f8e5d1f,all_notes_en_cluster_00296,yes,4,conbody,dita_document,KA-05427_note_0012.dita,Note,dita_common_node,,19,86e476fe9dfe2ceaede8ca65cef8023119a44cd8,"Note Note: If the Last Name contains a special character, Cúram will store the name without the special characters."
KMT all_notes EN,dita_document:185353bc451f90d73b87,,no,,conbody,dita_document,KA-05427_note_0013.dita,Note,dita_common_node,,28,73cc4c63e90730050a8789f95f8a6335a22d7cfd,"Note Note: For clients that only have one name, enter the dash symbol ""-"" in the First Name field, and enter the actual name in the Last Name field."
KMT all_notes EN,dita_document:1aa49bc4911400993192,all_notes_en_cluster_00209,yes,6,conbody,dita_document,KA-05427_note_0014.dita,Note,dita_common_node,,18,8b3eb1788e2bb09842f730663bd69dafba4a4ad9,Note Note: You must select either English or French to prevent an error when creating a correspondence letter.
KMT all_notes EN,dita_document:7df2c5a0cba825f63141,all_notes_en_cluster_00209,yes,6,conbody,dita_document,KA-05427_note_0015.dita,Note,dita_common_node,,17,9e8e7bb70255f5c7d0cd0bbf8f25c1648fc4aa21,Note Note: You must select either English or French to prevent an error when creating a correspondence.
